smiles,internal_energy_298K
CC1CC1NCC#N,-343.960992
CC1CC1OCC#C,-347.731861
CC1CC1OCC#N,-363.839187
CC1CN1CCC#C,-327.854374
CC1CN1CCC#N,-343.963579
CC1NC1CCC#N,-343.973134
CC1OC1CCC#C,-347.747291
CC1OC1CCC#N,-363.85624
CN1CC1CCC#C,-327.850626
CN1CC1CCC#N,-343.959511
OC1CC1CCC#C,-347.742279
OC1CC1CCC#N,-363.851868
OC1CC1NCC#N,-379.884999
OC1CC1OCC#C,-383.653001
OC1CC1OCC#N,-399.759001
CC1CC1CCC=O,-348.996896
CC1CC1CNC=O,-365.069912
CC1CC1COC=O,-384.941232
CC1CC1OCC=O,-384.912392
CC1CN1CCC=O,-365.03106
CC1NC1CNC=O,-381.114802
CC1NC1COC=O,-400.985605
CC1OC1CCC=O,-384.924656
CC1OC1CNC=O,-400.997713
CC1OC1COC=N,-400.963738
CC1OC1COC=O,-420.867037
CN1CC1CCC=O,-365.027947
CN1CC1CNC=O,-381.10086
CN1CC1COC=O,-400.971228
OC1CC1CCC=O,-384.919869
OC1CC1CNC=O,-400.992637
OC1CC1COC=N,-400.960057
OC1CC1COC=O,-420.864397
OC1CC1OCC=O,-420.832556
CN=COC1CC1C,-365.034569
CN=COC1CC1O,-400.95454
CC1CC1C#CCO,-347.751514
CC1NC1C#CCO,-363.790738
CC1OC1C#CCO,-383.673655
CCC#CC1CC1C,-311.832947
CCC#CC1CC1O,-347.755656
CCC#CC1CN1C,-327.863581
CCC#CC1NC1C,-327.872924
CCC#CC1OC1C,-347.756424
CN1CC1C#CCO,-363.781507
OCC#CC1CC1O,-383.673457
COC=NC1CC1C,-365.035534
COC=NC1CC1O,-400.959329
CC1CC1CCCO,-350.181877
CC1CC1OCCO,-386.104276
CC1CN1CCCO,-366.216053
CC1OC1CCCO,-386.109929
CCCCC1CC1C,-314.261755
CCCCC1CC1O,-350.184774
CCCCC1CN1C,-330.293379
CCCCC1OC1C,-350.190089
CCCCN1CC1C,-330.296452
CCCOC1CC1C,-350.181244
CCCOC1CC1O,-386.102346
CCOCC1CC1C,-350.179429
CCOCC1CC1O,-386.102552
CCOCC1CN1C,-366.211665
CCOCC1NC1C,-366.222755
CCOCC1OC1C,-386.105795
CN1CC1CCCO,-366.213391
COCCC1CC1C,-350.175127
COCCC1CC1O,-386.097865
COCCC1CN1C,-366.20653
COCCC1OC1C,-386.103031
COCCN1CC1C,-366.209078
OCCCC1CC1O,-386.105002
OCCOC1CC1O,-422.027019
CC(=O)C1CC1C#C,-346.572026
CC(=O)C1CC1C#N,-362.678941
CC(=O)C1NC1C#C,-362.608273
CC(=O)C1NC1C#N,-378.713078
CC(=O)C1OC1C#C,-382.484774
CC(=O)C1OC1C#N,-398.587614
CC(=O)N1CC1C#C,-362.617512
CC(=O)N1CC1C#N,-378.722118
NC(=O)C1CC1C#C,-362.642539
NC(=O)C1CC1C#N,-378.750055
NC(=O)C1NC1C#C,-378.683022
NC(=O)C1NC1C#N,-394.788016
NC(=O)C1OC1C#C,-398.563075
NC(=O)C1OC1C#N,-414.6657
NC(=O)N1CC1C#C,-378.683265
NC(=O)N1CC1C#N,-394.788275
CC(=O)C1CC1C=O,-383.753166
CC(=O)C1CN1C=O,-399.801687
CC(=O)C1NC1C=O,-399.78639
CC(=O)C1OC1C=O,-419.665569
CC(=O)N1CC1C=O,-399.798753
NC(=O)C1CC1C=O,-399.824948
NC(=O)C1CN1C=O,-415.873487
NC(=O)C1NC1C=O,-415.858
NC(=O)C1OC1C=O,-435.73769
NC(=O)N1CC1C=O,-415.864029
[O-]C(=O)C1CN1C=[NH2+],-415.862249
CC(C)C1CC1C#C,-311.824778
CC(C)C1CC1C#N,-327.933707
CC(C)C1NC1C#C,-327.864226
CC(C)C1NC1C#N,-343.971324
CC(C)C1OC1C#C,-347.746628
CC(C)C1OC1C#N,-363.851586
CC(C)N1CC1C#C,-327.853253
CC(C)N1CC1C#N,-343.960531
CC(O)C1CC1C#C,-347.747998
CC(O)C1CC1C#N,-363.856352
CC(O)C1NC1C#C,-363.787009
CC(O)C1NC1C#N,-379.894605
CC(O)C1OC1C#C,-383.667723
CC(O)C1OC1C#N,-399.772271
CN(C)C1CC1C#N,-343.955155
CC(C)C1CC1C=O,-349.003801
CC(C)C1CN1C=O,-365.0522
CC(C)C1NC1C=O,-365.044308
CC(C)C1OC1C=O,-384.923443
CC(C)N1CC1C=O,-365.037299
CC(O)C1CC1C=O,-384.928192
CC(O)C1CN1C=O,-400.979924
CC(O)C1NC1C=O,-400.96742
CC(O)C1OC1C=O,-420.847743
CC(=O)C1CC1CO,-384.935171
CC(=O)C1NC1CO,-400.973757
CC(=O)C1OC1CO,-420.854539
CC(=O)N1CC1CO,-400.988882
CCC1CC1C(C)=O,-349.016008
CCC1CC1C(N)=O,-365.086954
CCC1CN1C(C)=O,-365.065753
CCC1CN1C(N)=O,-381.131876
CCC1NC1C(C)=O,-365.052402
CCC1NC1C(N)=O,-381.123262
CCC1OC1C(C)=O,-384.934699
CCC1OC1C(N)=O,-401.011279
CCN1CC1C(C)=O,-365.046851
CCN1CC1C(N)=O,-381.118638
C[NH2+]C1CC1C([O-])=O,-401.009238
COC1CC1C(C)=O,-384.926015
COC1CC1C(N)=O,-400.994714
NC(=O)C1CC1CO,-401.006422
NC(=O)C1NC1CO,-417.045004
NC(=O)C1OC1CO,-436.930747
NC(=O)N1CC1CO,-417.060695
[NH3+]CC1CC1C([O-])=O,-400.929814
[NH3+]CC1NC1C([O-])=O,-417.055503
[NH3+]CC1OC1C([O-])=O,-436.935548
CC(C)C1CC1CO,-350.182496
CC(C)C1NC1CO,-366.229763
CC(C)C1OC1CO,-386.11218
CC(C)N1CC1CO,-366.22031
CC(O)C1CC1CO,-386.117502
CC(O)C1NC1CO,-402.153635
CC(O)C1OC1CO,-422.035432
CCC1CC1C(C)C,-314.262945
CCC1CC1C(C)O,-350.1882
CCC1NC1C(C)O,-366.237004
CCC1OC1C(C)C,-350.191409
CCC1OC1C(C)O,-386.118245
CCN1CC1C(C)O,-366.2223
COC1CC1C(C)C,-350.175999
COC1CC1C(C)O,-386.102627
CC(=O)C1=CCCC1,-347.839074
CC(=O)C1=CCOC1,-383.754268
CC(=O)C1=CNCC1,-363.890498
CC(=O)C1=NCCN1,-379.950345
CC(=O)C1=NCCO1,-399.824396
C1CC=C(C1)C(=O)N,-363.910488
C1C=C(CO1)C(=O)N,-399.825363
C1CNC=C1C(=O)N,-379.959375
NC(=O)C1=NCCN1,-396.025665
C1COC(=N1)C(=O)N,-415.89839
[O-]C(=O)C1=CC[NH2+]C1,-399.761879
CC(=O)C1CC=CC1,-347.832414
CC(=O)C1CN=CO1,-399.820024
CC(=O)N1CC=CC1,-363.898731
NC(=O)C1CC=CC1,-363.904431
NC(=O)C1CN=CO1,-415.897665
C1C=CCN1C(=O)N,-379.961403
[O-]C(=O)C1C[NH+]=CN1,-415.899921
CC(=O)C1CCC=C1,-347.832406
CC(=O)C1COC=N1,-399.824324
CC(=O)C1OCC=C1,-383.748168
CC(=O)N1CCC=C1,-363.903061
NC(=O)C1CCC=C1,-363.904394
NC(=O)C1COC=N1,-415.899686
NC(=O)C1OCC=C1,-399.827624
C1CN(C=C1)C(=O)N,-379.964451
C1CN(C=N1)C(=O)N,-396.025776
[O-]C(=O)C1CNC=[NH+]1,-415.89992
[O-]C(=O)C1[NH2+]CC=C1,-399.829745
CC(=O)C1CCCC1,-349.039474
CC(=O)C1CCCO1,-384.958201
CC(=O)C1CCOC1,-384.95763
CC(=O)C1COCO1,-420.881833
CC(=O)C1OCCO1,-420.881423
CC(=O)N1CCCC1,-365.106928
C1COC(O1)C(=N)N,-417.054093
C1CCC(C1)C(=O)N,-365.111522
NC(=O)C1CCCO1,-401.037315
NC(=O)C1CCOC1,-401.030239
NC(=O)C1COCO1,-436.957811
C1COC(O1)C(=O)N,-436.954213
C1CCN(C1)C(=O)N,-381.169496
[O-]C(=O)C1CCC[NH2+]1,-401.037583
[O-]C(=O)C1CC[NH2+]C1,-401.034952
CC(C)C1=CCCC1,-313.089337
CC(C)C1=CCOC1,-349.006138
CC(C)C1=NCCO1,-365.085822
CC(O)C1=CCCC1,-349.01376
CC(O)C1=CCOC1,-384.931561
CC(O)C1=NCCO1,-401.012234
CC(C)C1CC=CC1,-313.084337
CC(C)C1CN=CO1,-365.080141
CC(O)C1CC=CC1,-349.011155
CC(O)C1CN=CO1,-401.007261
CC(C)C1CCC=C1,-313.084084
CC(C)C1COC=N1,-365.077751
CC(C)C1OCC=C1,-349.007007
CC(O)C1CCC=C1,-349.012235
CC(O)C1COC=N1,-401.007291
CC(O)C1OCC=C1,-384.933366
CC(C)C1CCCC1,-314.290658
CC(C)C1CCCO1,-350.215052
CC(C)C1CCOC1,-350.210415
CC(C)C1COCO1,-386.136862
CC(C)C1OCCO1,-386.143089
CC(O)C1CCCC1,-350.217633
CC(O)C1CCCO1,-386.145733
CC(O)C1CCOC1,-386.136214
CC(O)C1COCO1,-422.066871
CC(O)C1OCCO1,-422.068275
CC(C)C1C(C)C1C,-314.261684
CC(C)C1C(C)C1O,-350.186767
CC(C)C1C(C)N1C,-330.294194
CC(C)C1C(O)C1O,-386.111448
CC(O)C1C(C)C1C,-350.187308
CC(O)C1C(C)C1O,-386.11622
CC(O)C1C(C)N1C,-366.219841
CC(O)C1C(O)C1O,-422.033797
CC(=O)C1C(O)C1O,-420.869137
CC1C(C)C1C(C)=O,-349.015548
CC1C(C)C1C(N)=O,-365.086322
CC1C(C)N1C(C)=O,-365.067794
CC1C(C)N1C(N)=O,-381.13403
CC1C([NH3+])C1C([O-])=O,-401.015831
CC1C(N1C)C(C)=O,-365.048725
CC1C(N1C)C(N)=O,-381.123783
CC1C(O)C1C(C)=O,-384.944961
CC1C(O)C1C(N)=O,-401.016714
NC(=O)C1C(O)C1O,-436.940891
NC1C([NH3+])C1C([O-])=O,-417.060034
[NH3+]C1C(O)C1C([O-])=O,-436.938829
N=C1OCC11CCC1,-363.843522
N=C1OCC11CCN1,-379.886255
N=C1OCC11CCO1,-399.764467
N=C1OCC11COC1,-399.759651
C1CC2(C1)CCC2=O,-347.797695
O=C1CCC11CCO1,-383.71852
C1CC2(C1=O)COC2,-383.713676
C1CC2(C1)C(=O)CN2,-363.838635
C1C(=O)C2(N1)COC2,-399.753515
C1CC2(C1)C(=O)CO2,-383.720878
C1C(=O)C2(O1)COC2,-419.634338
C1CC2(C1)CNC2=O,-363.867211
O=C1NCC11CCO1,-399.787907
C1C2(COC2)C(=O)N1,-399.783098
C1CC2(C1)COC2=O,-383.748531
O=C1OCC11CCN1,-399.789864
O=C1OCC11CCO1,-419.667808
C1C2(CO1)COC2=O,-419.66327
CC1CCC11CCC1,-313.048012
CC1CCC11CCO1,-348.976729
CC1CCC11COC1,-348.966481
CC1COC11CCC1,-348.975975
CC1COC11COC1,-384.892706
CC1OCC11CCC1,-348.971555
CC1OCC11CCO1,-384.898104
CC1OCC11COC1,-384.889508
CN1CCC12COC2,-365.00429
OC1CCC11CCC1,-348.975099
OC1CCC11CCO1,-384.902491
OC1CCC11COC1,-384.892305
OC1CNC11COC1,-400.933965
OC1COC11CCC1,-384.899919
OC1COC11COC1,-420.815794
C#CCC12CC1CC2,-310.599412
C#CCC12CC1CO2,-346.516864
C#CCC12CC1OC2,-346.512142
C#CCC12CCC1N2,-326.64388
C#CCC12CCC1O2,-346.524217
N#CCC12CC1CC2,-326.708746
N#CCC12CC1CO2,-362.624728
N#CCC12CC1OC2,-362.620368
N#CCC12CCC1N2,-342.752894
N#CCC12CCC1O2,-362.632019
N#CCC12CN1CC2,-342.746941
N=COC12CC1CC2,-363.818871
N=COC12CC1OC2,-399.729102
O=CCC12CC1CC2,-347.778129
O=CCC12CC1CO2,-383.694148
O=CCC12CC1OC2,-383.690542
O=CCC12CCC1N2,-363.822588
O=CCC12CCC1O2,-383.703202
O=CCC12CN1CC2,-363.816259
O=CNC12CC1CC2,-363.850082
O=CNC12CC1OC2,-399.761794
O=COC12CC1CC2,-383.722046
O=COC12CC1OC2,-419.631707
CC#CC12CC1CC2,-310.614349
CC#CC12CC1CO2,-346.527391
CC#CC12CC1OC2,-346.527468
CC#CC12CCC1N2,-326.655108
CC#CC12CCC1O2,-346.536083
CC#CC12CN1CC2,-326.650435
CCCC12CC1CC2,-313.043118
CCCC12CC1CO2,-348.961196
CCCC12CC1OC2,-348.95659
CCCC12CCC1O2,-348.969802
CCOC12CC1CC2,-348.961992
CCOC12CC1OC2,-384.873367
COCC12CC1CC2,-348.955636
COCC12CC1CO2,-384.871288
COCC12CC1OC2,-384.869281
COCC12CCC1N2,-365.000347
COCC12CCC1O2,-384.880562
COCC12CN1CC2,-364.993407
OCCC12CC1CC2,-348.963448
OCCC12CC1CO2,-384.881641
OCCC12CC1OC2,-384.876786
OCCC12CCC1N2,-365.008708
OCCC12CCC1O2,-384.890197
OCCC12CN1CC2,-365.002047
C#CC1CC11CCC1,-310.604588
C#CC1CC11CCO1,-346.526457
C#CC1CC11COC1,-346.520842
C#CC1NC11CCC1,-326.645972
C#CC1NC11COC1,-362.560811
C#CC1OC11CCC1,-346.53049
C#CC1OC11COC1,-382.444214
N#CC1CC11CCC1,-326.713434
N#CC1CC11CCO1,-362.634781
N#CC1CC11COC1,-362.628157
N#CC1NC11CCC1,-342.753066
N#CC1NC11COC1,-378.66634
N#CC1OC11CCC1,-362.635424
N#CC1OC11COC1,-398.547385
O=CC1CC11CCC1,-347.784832
O=CC1CC11CCO1,-383.705547
O=CC1CC11COC1,-383.700324
O=CC1NC11CCC1,-363.826834
O=CC1NC11COC1,-399.741368
O=CC1OC11CCC1,-383.709929
O=CC1OC11COC1,-419.623105
C1CC2(C1)CN2C=O,-363.837863
C1C2(N1C=O)COC2,-399.751834
CCC1CC11CCC1,-313.043872
CCC1CC11CCO1,-348.966017
CCC1CC11COC1,-348.961579
CCC1NC11COC1,-365.00656
CCC1OC11CCC1,-348.976564
CCC1OC11COC1,-384.891607
CCN1CC12COC2,-364.998677
COC1CC11CCC1,-348.956481
COC1CC11CCO1,-384.877071
COC1CC11COC1,-384.873189
OCC1CC11CCC1,-348.964918
OCC1CC11CCO1,-384.887648
OCC1CC11COC1,-384.882119
OCC1NC11CCC1,-365.012609
OCC1NC11COC1,-400.928274
OCC1OC11CCC1,-384.897353
OCC1OC11COC1,-420.811898
C1CC2(C1)CC=CC2,-311.865395
C1CC2(C1)CN=CO2,-363.864109
C1CC2(CC=CC2)O1,-347.79298
C1C=CCC12COC2,-347.784548
C1C2(COC2)OC=N1,-399.779873
C1CC2(C1)CCC=C2,-311.866606
C1CC2(C1)COC=N2,-363.860816
C1CC2(C1)C=CCO2,-347.79291
C1CC2(CCC=C2)O1,-347.794143
C1CC2(COC2)C=C1,-347.785956
C1C2(CO1)COC=N2,-399.778372
C1C=CC2(O1)COC2,-383.709921
C1CCC2(C1)CCC2,-313.072311
C1CC2(C1)CCCO2,-349.000923
C1CC2(C1)CCOC2,-348.991724
C1CC2(C1)COCO2,-384.923067
C1CCC2(C1)CCO2,-349.000703
C1CC2(CCOC2)O1,-384.918486
C1CCC2(C1)COC2,-348.991346
C1CC2(COC2)OC1,-384.917928
C1COCC12COC2,-384.909736
C1C2(CO1)COCO2,-420.83927
CC1C(C)C11CCC1,-313.044576
CC1C(C)C11CCO1,-348.967078
CC1C(C)C11COC1,-348.962428
CC1C(O)C11CCC1,-348.968446
CC1C(O)C11CCO1,-384.889868
CC1C(O)C11COC1,-384.885675
CC1N(C)C11COC1,-364.997741
OC1C(O)C11CCC1,-384.890731
OC1C(O)C11CCO1,-420.809733
OC1C(O)C11COC1,-420.80647
CC1CC11CCC1=O,-347.801355
CC1CC11CNC1=O,-363.86674
CC1CC11COC1=N,-363.843703
CC1CC11COC1=O,-383.748898
CC1CC11NCC1=O,-363.837072
CC1CC11OCC1=O,-383.716446
CC1NC11CCC1=O,-363.844885
CC1NC11CNC1=O,-379.91075
CC1NC11COC1=N,-379.887776
CC1NC11COC1=O,-399.791647
CC1OC11CCC1=O,-383.723694
CC1OC11CNC1=N,-379.883997
CC1OC11CNC1=O,-399.790107
CC1OC11COC1=N,-399.766782
CC1OC11COC1=O,-419.670296
CN1CC11CCC1=O,-363.829059
CN1CC11CNC1=O,-379.895171
CN1CC11COC1=N,-379.871879
CN1CC11COC1=O,-399.776532
OC1CC11CCC1=O,-383.722038
OC1CC11CNC1=O,-399.787557
OC1CC11COC1=N,-399.764432
OC1CC11COC1=O,-419.669136
OC1CC11NCC1=O,-399.760734
OC1CC11OCC1=O,-419.636634
CC1CC11CCC1C,-313.047177
CC1CC11CCC1O,-348.974502
CC1CC11COC1C,-348.969964
CC1CC11OCC1C,-348.96959
CC1CC11OCC1O,-384.892623
CC1CCC11CC1O,-348.968927
CC1COC11CC1O,-384.890697
CC1NC11CCC1O,-365.020265
CC1NC11COC1C,-365.014799
CC1OC11CCC1C,-348.979899
CC1OC11CCC1O,-384.904168
CC1OC11COC1C,-384.89996
CC1OCC11CC1O,-384.891453
CC1OCC11CN1C,-365.003779
CN1CC11CCC1O,-365.01098
OC1CC11CCC1O,-384.896711
OC1CC11OCC1O,-420.816206
CC(=O)C12CC1CC2,-347.795342
CC(=O)C12CC1CO2,-383.710665
CC(=O)C12CC1OC2,-383.708041
CC(=O)C12CCC1N2,-363.838331
CC(=O)C12CCC1O2,-383.717564
CC(=O)C12CN1CC2,-363.831354
NC(=O)C12CC1CC2,-363.866266
NC(=O)C12CC1CO2,-399.784114
NC(=O)C12CC1OC2,-399.778199
NC(=O)C12CCC1N2,-379.912151
NC(=O)C12CCC1O2,-399.790674
NC(=O)C12CN1CC2,-379.903698
[O-]C(=O)C12CC1C[NH2+]2,-399.787808
[O-]C(=O)C12CC1[NH2+]C2,-399.723043
CC(C)C12CC1CC2,-313.043004
CC(C)C12CC1CO2,-348.961714
CC(C)C12CC1OC2,-348.956526
CC(C)C12CCC1O2,-348.970507
CC(O)C12CC1CC2,-348.969193
CC(O)C12CC1CO2,-384.886388
CC(O)C12CC1OC2,-384.882032
CC(O)C12CCC1N2,-365.013284
CC(O)C12CCC1O2,-384.894358
CC(O)C12CN1CC2,-365.006382
CN(C)C12CC1OC2,-364.984793
CC1CC11CC=CC1,-311.865712
CC1CC11CN=CO1,-363.85764
CC1OC11CC=CC1,-347.797687
OC1CC11CC=CC1,-347.788925
OC1CC11CN=CO1,-399.779075
CC1CC11CCC=C1,-311.867617
CC1CC11COC=N1,-363.859148
CC1CC11OCC=C1,-347.787849
CC1NC11CCC=C1,-327.914134
CC1OC11CCC=C1,-347.7994
OC1CC11CCC=C1,-347.790005
OC1CC11COC=N1,-399.781586
OC1CC11OCC=C1,-383.709883
CC1CC11CCCC1,-313.072365
CC1CC11CCCO1,-348.994363
CC1CC11CCOC1,-348.990448
CC1CC11COCO1,-384.915801
CC1NC11CCOC1,-365.035216
CC1OC11CCCC1,-349.004907
CC1OC11CCOC1,-384.921116
CN1CC11CCOC1,-365.024422
OC1CC11CCCC1,-348.995732
OC1CC11CCCO1,-384.917318
OC1CC11CCOC1,-384.913707
OC1CC11COCO1,-420.838115
CC1(C)C2CC1C=C2,-311.829253
CC1(C)C2OC1C=C2,-347.750744
CC1(O)C2CC1C=C2,-347.766535
CC1(O)C2NC1C=C2,-363.802144
CC1(O)C2OC1C=C2,-383.681207
CC1(C)C2CC1CC2,-313.058551
CC1(C)C2CC1OC2,-348.977143
CC1(C)C2CCC1O2,-348.984696
CC1(O)C2CC1CC2,-348.993286
CC1(O)C2CC1OC2,-384.912971
CC1(O)C2CCC1O2,-384.915132
CC1(C)C2CC=CC12,-311.867947
CC1(C)C2OC=NC12,-363.855896
CC1(O)C2CC=CC12,-347.793354
CC1(O)C2OC=NC12,-399.778685
CC1(C)C2CCCC12,-313.072295
CC1(C)C2CCOC12,-348.991534
CC1(C)C2COCC12,-348.99569
CC1(C)C2OCOC12,-384.912612
CC1(O)C2CCCC12,-348.997839
CC1(O)C2CCOC12,-384.916219
CC1(O)C2COCC12,-384.920507
CC1(O)C2OCOC12,-420.836157
CC12CC3C1CC23C,-311.803032
CC12CC3C1CC23O,-347.730334
CC12CC3C1OC23C,-347.7208
CC12CC3N1CC23O,-363.766769
CC12CN3C1CC23C,-327.836898
CC12NC3C1NC23C,-343.875626
CC12NC3C1OC23C,-363.754752
CC12OC3C1CC23O,-383.645019
CC12OC3C1OC23C,-383.633497
OC12CC3C1CC23O,-383.656408
CC12CC3C(C1)OC23,-347.761798
CC12CC3C(CC13)C2,-311.840008
CC12CC3C(CC13)O2,-347.764868
CC12CC3CC1C3O2,-347.76626
CC12CC3NC1C3O2,-363.807498
CC12CC3OC1C3N2,-363.805534
CC12CC3OC1C3O2,-383.68626
CC12CN3C(CC13)C2,-327.874824
OC12CC3C(C1)OC23,-383.685621
OC12CC3C(CC13)C2,-347.765394
OC12CC3C1CN3C2,-363.791006
OC12CN3C(CC13)C2,-363.799929
CC12C3CC1CC23O,-347.748111
CC12C3CN1CC23O,-363.777281
CC12C3OC1CC23O,-383.660502
CC12CC3CC1C23C,-311.825591
CC12CC3CC1C23O,-347.74538
CC12CC3CN1C23C,-327.868831
CC12CC3OC1C23C,-347.738942
CC12CC3OC1C23O,-383.659343
CC12CN3CC1C23C,-327.855422
CC12OC3CC1C23C,-347.743379
CC12OC3CC1C23O,-383.663111
OC12CC3CC1C23O,-383.665256
OC12CC3NC1C23O,-399.696793
OC12CC3OC1C23O,-419.578369
CC12CC3C1C2C3=O,-346.573623
CC12CC3C1N2C3=O,-362.621515
CC12CC3N1C2C3=O,-362.621472
CC12CN3C1C2C3=O,-362.610181
CC12OC3C1C2C3=O,-382.484517
OC12CC3C1C2C3=O,-382.495868
OC12CN3C1C2C3=O,-398.532975
CC12CC3C(O)C1N23,-363.801322
CC12CC3C1C2C3O,-347.746461
CC12OC3C1C2C3O,-383.660824
CC1C2C3C1CC23C,-311.821918
CC1C2C3C1CC23O,-347.743971
CC1C2C3C1OC23C,-347.73884
CC1C2C3N1CC23C,-327.851918
CC1C2C3N1CC23O,-363.773588
CC1C2CC3(C)C2N13,-327.864138
CC1C2N3C1CC23C,-327.874007
CN1C2C3C1CC23C,-327.851686
OC1C2C3C1CC23O,-383.668674
CC1CC2C(C)CC12,-313.043892
CC1CC2C(C)OC12,-348.973267
CC1CC2C(O)CC12,-348.970318
CC1OC2C(C)OC12,-384.900396
CC1OC2C(O)CC12,-384.901385
CN1CC2C1CN2C,-345.113373
OC1CC2C(O)CC12,-384.898223
CC1CC2C1CC2=O,-347.793974
CC1CC2C1NC2=O,-363.867194
CC1CC2C1OC2=N,-363.844544
CC1CC2C1OC2=O,-383.749356
CC1CC2N1CC2=O,-363.826843
CC1CN2C1CC2=O,-363.848651
CC1NC2C1OC2=N,-379.87998
CC1NC2C1OC2=O,-399.784213
CC1OC2C1CC2=O,-383.714358
CC1OC2C1NC2=N,-379.880137
CC1OC2C1NC2=O,-399.785935
CC1OC2C1OC2=N,-399.762727
CC1OC2C1OC2=O,-419.665964
CN1CC2C1CC2=O,-363.8283
OC1CC2C1CC2=O,-383.720526
OC1CC2C1NC2=O,-399.791185
OC1CC2C1OC2=N,-399.770131
OC1CC2C1OC2=O,-419.668939
OC1CN2C1CC2=O,-399.773176
C1C2CC1C=CC=C2,-310.661457
C1C2OC1C=CC=C2,-346.581809
C1C2CC1C=CCC2,-311.860721
C1C2CC1C=CCO2,-347.777844
C1C2CC1N=COC2,-363.84921
C1C2CCC=CC1O2,-347.787921
C1C2CC1CC=CC2,-311.868677
C1C2CC1OC=NC2,-363.854006
C1C2CC=CCC1O2,-347.796788
C1C2CC1CCCC2,-313.071879
C1C2CC1COCC2,-348.991672
C1C2CC1OCCC2,-348.990472
C1C2CC1OCCO2,-384.907952
C1C2CC1OCOC2,-384.916898
C1C2CCCCC1O2,-349.002282
C1C2CCOCC1O2,-384.920906
CC1C2CC(=N)OC12,-363.864129
CC1C2CC(=O)CC12,-347.822271
CC1C2CC(=O)CN12,-363.857665
CC1C2CC(=O)NC12,-363.891758
CC1C2CC(=O)OC12,-383.76717
CC1C2NC(=O)NC12,-379.948463
CC1C2NC(=O)OC12,-399.825188
CC1C2OC(=N)OC12,-399.791102
CC1C2OC(=O)OC12,-419.699914
CN1C2CC(=O)CC12,-363.854938
OC1C2CC(=N)OC12,-399.78657
OC1C2CC(=O)CC12,-383.747571
OC1C2CC(=O)NC12,-399.813788
OC1C2CC(=O)OC12,-419.690317
OC1C2NC(=O)NC12,-415.86962
OC1C2NC(=O)OC12,-435.746386
OC1C2OC(=N)OC12,-435.709987
OC1C2OC(=O)OC12,-455.618532
CC1=CC2C(O)C2C1,-347.796412
CC1=NC2C(O)C2O1,-399.787032
CC1C2CC(C)=CC12,-311.871678
CC1C2OC(C)=NC12,-363.865197
CC1C2OC(N)=NC12,-379.92085
NC1=NC2C(O)C2O1,-415.843034
NC1C2OC(N)=NC12,-395.964541
CC1C2CC(C)CC12,-313.069599
CC1C2CC(C)OC12,-348.994309
CC1C2CC(O)CC12,-348.995773
CC1C2CC(O)CN12,-365.032979
CC1C2OC(C)OC12,-384.919111
CC1CC2C(O)C2C1,-348.99568
CC1CC2C(O)C2O1,-384.920131
CC1OC2C(O)C2O1,-420.839863
CN1C2CC(O)CC12,-365.029247
OC1C2CC(O)CC12,-384.926648
N=C1OC2CCC2=C1,-362.648378
N=C1OC2CNC2=C1,-378.67947
O=C1CC2CCC2=C1,-346.610217
O=C1CC2CNC2=C1,-362.657995
O=C1CC2OCC2=C1,-382.519846
O=C1[CH-][NH+]2CCC2=C1,-362.589498
O=C1NC2CCC2=C1,-362.675779
O=C1NC2CNC2=C1,-378.717707
O=C1OC2CCC2=C1,-382.55152
N=C1CC2CCC2O1,-363.871887
N=C1CC2OCC2O1,-399.792834
N=C1OC2CCC2O1,-399.804458
O=C1CC2CCC2C1,-347.823028
O=C1CC2CCC2N1,-363.898058
O=C1CC2CCC2O1,-383.774924
O=C1CC2CCN2C1,-363.858675
O=C1CC2COC2C1,-383.747084
O=C1CC2NCC2O1,-399.814444
O=C1CC2OCC2N1,-399.819382
O=C1CC2OCC2O1,-419.695536
O=C1NC2CCC2N1,-379.956212
O=C1NC2CCC2O1,-399.836254
O=C1OC2CCC2O1,-419.713185
CC1=CC2CCC2C1,-311.875359
CC1=CC2COC2C1,-347.798931
CC1=CC2OCC2C1,-347.797357
CC1=NC2CCC2O1,-363.874096
NC1=NC2CCC2O1,-379.930768
CC1CC2CCC2=C1,-311.85271
CC1CC2COC2=N1,-363.838316
CC1CC2OCC2=C1,-347.765871
CC1OC2CCC2=C1,-347.774376
OC1CC2CCC2=C1,-347.778245
OC1CC2OCC2=C1,-383.688886
CC1CC2CCC2C1,-313.073492
CC1CC2CCC2O1,-348.999859
CC1CC2COC2C1,-348.99744
CC1CC2OCC2O1,-384.925115
CC1OC2CCC2O1,-384.929445
OC1CC2CCC2C1,-349.001499
OC1CC2COC2C1,-384.929876
C1C2CC11C=CCC21,-310.594193
C1C2CC11C=CCN21,-326.627038
C1C2CC11N=COC21,-362.578526
C1C2OC11C=CCC21,-346.499288
C1C2CC11CC=CC21,-310.597441
C1C2CC11OC=NC21,-362.576849
C1C2OC11CC=CC21,-346.501817
C1N2CC11CC=CC21,-326.618098
C1C2CC11CCCC21,-311.808256
C1C2CC11CCOC21,-347.728391
C1C2CC11COCC21,-347.723537
C1C2CC11OCCC21,-347.726869
C1C2CC11OCOC21,-383.645916
C1C2OC11CCCC21,-347.715131
C1C2OC11CCOC21,-383.630874
C1C2OC11COCC21,-383.626897
C1N2CC11COCC21,-363.742449
C1N2CC11OCCC21,-363.748427
