smiles,mol_weight
ON=Cc1ccc(o1)N(=O)=O,156.0171066
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.1271049
Nc1nc[nH]n1,84.04359613
BrC(Br)Br,249.7628363
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,255.9225784
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,366.9868643
OCc1ccccc1,108.0575149
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2,292.1099444
Oc1ccc(Br)cc1,171.9523769
CC(C)Br,121.9731123
CC(C)CC(C)(C)C,114.1408506
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,213.0021848
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,295.0956913
CCC,44.06260026
Nc1cc(nc(N)n1=O)N2CCCCC2,209.1276601
Nc2cccc3nc1ccccc1cc23,194.0843983
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,252.0939004
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,367.9096033
C1Cc2cccc3cccc1c23,154.0782503
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,393.0025143
Brc1ccc(Br)cc1,233.8679743
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,259.9755474
Oc1ccc(cc1)c2ccccc2,170.0731649
CC1=C(CCCO1)C(=O)Nc2ccccc2,217.1102787
CCOC=C,72.05751488
CCC#C,54.04695019
COc1ncnc2nccnc12,162.0541608
CCCCC(C)(O)CC,130.1357652
Clc1ccc(Cl)cc1,145.9690055
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,324.111007
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,361.0766127
Cc1c[nH]c2ccccc12,131.0734993
COc2ncc1nccnc1n2,162.0541608
CNC(=O)Oc1ccccc1C2OCCO2,223.0844579
C1N(C(=O)NCC(C)C)C(=O)NC1,185.1164267
CC#N,41.0265491
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,301.1314081
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C,293.0834123
ClCC(Cl)(Cl)Cl,165.8910608
CCCCO,74.07316494
CC1CCCCC1NC(=O)Nc2ccccc2,232.1575633
Clc1cc(Cl)cc(Cl)c1,179.9300331
O=Cc1ccco1,96.02112937
CC(C)CCO,88.088815
O=Cc2ccc1OCOc1c2,150.0316941
CC(=C)C,56.06260026
O=Cc1ccccc1,106.0418648
CC(=C)C(=C)C,82.07825032
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,410.1875431
O2c1ccccc1N(C)C(=O)c3cccnc23,226.0742276
C1c2ccccc2c3ccccc13,166.0782503
CC1CCCCC1,98.10955045
NC(=N)NS(=O)(=O)c1ccc(N)cc1,214.0524466
COC(=O)c1ccc(O)cc1,152.0473441
CC1CCCO1,86.07316494
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,246.1255944
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,286.1052529
CCCI,169.9592482
CCNc1nc(NC(C)C)nc(SC)n1,227.1204665
CCCO,60.05751488
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,330.2194948
CCCC(C)O,88.088815
OC(C(=O)c1ccccc1)c2ccccc2,212.0837296
Cc1ccc(O)c(C)c1,122.0731649
Clc1cccc(c1)N(=O)=O,156.993056
Cc2c(N)c(=O)n(c1ccccc1)n2C,203.105862
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,289.9223609
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,257.8131161
CCNc1nc(NC(C)(C)C)nc(SC)n1,241.1361166
CCC(C)CCO,102.1044651
Cc2ncc1nccnc1n2,146.0592462
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,337.2041791
CCCCI,183.9748983
Brc1ccc2ccccc2c1,205.9731123
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,780.4296067
FC(F)(F)c1ccccc1,146.0343348
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,334.2144094
c1ccc2c(c1)sc3ccccc23,184.0346713
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,323.8833886
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,357.8444162
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,308.104859
c1ccccc1C(O)C(O)c2ccccc2,214.0993797
COC(=O)c1ccccc1C(=O)OC,194.0579088
CCCCCCCC(=O)OCC,172.1463299
CCSSCC,122.0223923
CCOCCOCC,118.0993797
Clc1cc(Cl)c(Cl)cc1Cl,213.8910608
Nc1ccc(cc1)c2ccc(N)cc2,184.1000484
CCCCCC=C,98.10955045
CCCCc1c(C)nc(NCC)[nH]c1=O,209.1528122
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,226.1317424
Nc1ccccc1Cl,127.0188769
COc1cccc(Cl)c1,142.0185425
CCCCN(CC)C(=O)SCCC,203.1343853
CCCCOC=O,102.0680796
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,360.193674
BrC(Cl)Cl,161.8638675
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O),300.1725446
c1ccc(cc1)c2ccc(cc2)c3ccccc3,230.1095504
Oc1ccc(C=O)cc1,122.0367794
CBr,93.9418122
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,379.0159845
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,342.0658866
CCc1ccc2ccccc2c1,156.0939004
Nc1c(C)c[nH]c(=O)n1,125.0589118
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl,323.8833886
c1c(NC(=O)c2ccccc2(I))cccc1,322.9807119
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,376.1382844
Fc1ccccc1Br,173.9480404
Oc1ccc(Cl)cc1Cl,161.9639201
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,390.0789499
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,331.0626769
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,338.1266571
C1CCCC1,70.07825032
Cc1ccccc1N,107.0734993
c1(OC)ccc(CC=C)cc1,148.088815
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,279.1582915
CC(C)C=C,70.07825032
Oc1ccccn1,95.03711378
CC,30.04695019
Clc1ccccc1Cl,145.9690055
Sc2nc1ccccc1s2,166.9863412
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,493.6885268
COc2c1occc1cc3ccc(=O)oc23,216.0422587
CC(=O)N,59.03711378
Cc1cccc2ccccc12,142.0782503
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,271.1572289
CC(O)C(C)(C)C,102.1044651
CCCC(=O)OCC,116.0837296
CC2=CC(=O)c1ccccc1C2=O,172.0524295
c1ccc2c(c1)ccc3ccccc32,178.0782503
Cc1ccnc(C)c1,107.0734993
CCCCCCCCCO,144.1514153
BrCBr,171.8523243
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,392.1999022
Cc1ccc2cc(C)ccc2c1,156.0939004
CCSC(=O)N(CC(C)C)CC(C)C,217.1500354
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,227.0025787
Nc1cccc(c1)N(=O)=O,138.0429274
CCCCCl,92.03927797
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,427.8934916
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,329.1027487
Nc3cc2c1ccccc1ccc2c4ccccc34,243.1047994
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,270.1619799
CCN2c1ccccc1N(C)C(=S)c3cccnc23,269.0986685
CC1CO1,58.04186481
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,281.0800412
CCNC(=S)NCC,132.0721194
Oc1cc(Cl)cc(Cl)c1Cl,195.9249478
CCCCC(=O)OC,116.0837296
Nc1ccccc1,93.05784922
Cc1cccc2c(C)cccc12,156.0939004
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,296.9644754
C1=Cc2cccc3cccc1c23,152.0626003
CCCCCOC(=O)CC,144.1150298
CCNc1nc(NC(C)C)nc(OC)n1,211.1433102
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,252.0939004
CCBr,107.9574623
CCC#CCC,82.07825032
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,764.4346921
CCC(=C)C,70.07825032
Oc1cccc2cccnc12,145.0527638
C1CCc2ccccc2C1,132.0939004
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,318.0892089
Brc1cc(Br)cc(Br)c1,311.7784864
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,319.8997348
Cc1cc(=O)[nH]c(=S)[nH]1,142.0200838
COc1cc(CC=C)ccc1O,164.0837296
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,210.1004423
c1cc2ccc3cccc4ccc(c1)c2c34,202.0782503
CCOC(C)OCC,118.0993797
CC1(C)CON(Cc2ccccc2Cl)C1=O,239.0713064
CCCCOCCO,118.0993797
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,292.8371666
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,290.2245802
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,311.009154
c1ccc2ncccc2c1,129.0578492
COC(=O)c1cc(O)c(O)c(O)c1,184.0371734
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,306.1040654
Clc2ccc1oc(=O)[nH]c1c2,168.993056
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,391.8054439
O=C1NC(=O)C(=O)C(=O)N1,142.0014565
ClCCCCl,111.9846556
Fc1cccc(Br)c1,173.9480404
Clc1ccc(Br)cc1,189.9184899
CC(C)C(C)C,86.10955045
CCC=C,56.06260026
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,357.8444162
Nc1cc[nH]c(=O)n1,111.0432618
FC(F)(Cl)C(F)(Cl)Cl,185.9017677
CCC#N,55.04219916
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,317.953661
COc1ccccc1N(=O)=O,153.0425931
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,288.2089301
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,283.016684
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.0939004
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,240.0746215
c1c(OC)c(OC)C2C(=O)OCC2c1,196.0735589
OCC(O)CO,92.04734412
COc1ccccc1O,124.0524295
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,348.9262839
Cc1c2ccccc2cc3ccccc13,192.0939004
Cc1cc(=O)n(c2ccccc2)n1C,188.094963
CCCCOC,88.088815
Cc2cnc1cncnc1n2,146.0592462
CCNc1nc(Cl)nc(NCC)n1,201.0781231
CN(C)C(=O)C,87.06841391
CSc1nc(nc(n1)N(C)C)N(C)C,213.1048165
C=C,28.03130013
CC(C)(C)CCO,102.1044651
O=C1NC(=O)NC(=O)C1(CC)CC=C,196.0847922
Oc1ccc(Cl)c(Cl)c1Cl,195.9249478
COc1ccccc1,108.0575149
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,338.0476497
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,360.193674
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,286.1317424
CCc1ccc(C)cc1,120.0939004
CC(C)SC(C)C,118.0816214
O=N(=O)c1cccc(c1)N(=O)=O,168.0171066
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,383.9876164
CCC1(C(C)C)C(=O)NC(=O)NC1=O,198.1004423
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,402.2042387
Cc1ncc(N(=O)=O)n1CCO,171.0643911
Nc1ccc(Cl)cc1,127.0188769
CCCC(C)(C)CO,116.1201151
c1ccoc1,68.02621475
COCCCNc1nc(NC(C)C)nc(SC)n1,271.1466813
CN(C)C(=O)NC1CC2CC1C3CCCC23,222.1732133
CC(C)(C)c1ccccc1,134.1095504
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,322.1317424
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,402.2042387
CCCOC,74.07316494
CC(C)OC(=O)C,102.0680796
Brc1ccccc1,155.9574623
CCOC(=O)c1ccc(O)cc1,166.0629942
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,352.1423071
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,344.2351449
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,300.0939004
O=c1[nH]cnc2[nH]ncc12,136.0385107
ClC=C,61.99232778
CN(C)C(=O)C(c1ccccc1)c2ccccc2,239.1310142
BrC(Br)(Br)Br,327.6733484
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,296.1637113
O=C1NC(=O)c2ccccc12,147.0320284
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,330.0326684
COC(=O)c1ccccc1,136.0524295
Cn1ccc(=O)[nH]c1=O,126.0429274
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,324.1473925
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,289.9223609
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,289.0287899
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,232.0170183
C1CC=CC1,68.06260026
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),286.0185632
CCCCCCCCC,128.1565006
Oc1ccccc1Cl,128.0028925
c1cccc2c3c(C)cc4ccccc4c3ccc12,242.1095504
CCOc1ccccc1,122.0731649
CCOC(=O)C=Cc1ccccc1,176.0837296
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,216.0665553
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,315.0410689
Cc1ccc(cc1)S(=O)(=O)N,171.0353995
CC(OC(=O)Nc1cccc(Cl)c1)C#C,223.0400062
CCCCCC(C)C,114.1408506
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,449.1005558
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C,300.1586259
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,284.0716407
CCC(O)C(C)C,102.1044651
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,308.0305877
CC1(C)C2CCC1(C)C(O)C2,154.1357652
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,288.2089301
CCCCCCC,100.1252005
Oc1cccc2ccccc12,144.0575149
C/C1CCCCC1\C,112.1252005
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,435.2117836
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,254.1095504
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,340.2402303
CCCCCC(=O)C,114.1044651
COP(=O)(NC(C)=O)SC,183.0119008
CCCCSP(=O)(SCCCC)SCCCC,314.0961651
c1cC2C(=O)NC(=O)C2cc1,149.0476785
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,378.9021808
CC=C(C)C,70.07825032
Cc1ccc(C)c(C)c1,120.0939004
Oc1cc(Cl)c(Cl)cc1Cl,195.9249478
c1ccc2c(c1)cnc3ccccc23,179.0734993
CCCC(C)(O)CC,116.1201151
CCCCCCCC,114.1408506
c1ccc2cc3ccccc3cc2c1,178.0782503
NNc1ccccc1,108.0687483
CCC=O,58.04186481
C1CCCCCCC1,112.1252005
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,208.0847922
ClC(Cl)Cl,117.9143831
Sc1nccc(=O)[nH]1,128.0044337
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,328.134241
CC1=CCCCC1,96.09390038
CCCCC(CC)C=O,128.1201151
COc2c1occc1c(OC)c3c(=O)cc(C)oc23,260.0684735
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,226.1317424
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,252.0939004
CCC(CC)C=O,100.088815
CCCOCCC,102.1044651
CCCCCCCCCCCCCCO,214.2296656
Oc1c(Cl)ccc(Cl)c1Cl,195.9249478
NC(=O)N,60.03236275
CCCC#C,68.06260026
Brc1cccc(Br)c1,233.8679743
CCCCCCCCCCCCCCCCCCO,270.2922658
CC(=O)Nc1ccccc1,135.0684139
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,300.0633881
c1nccc(C(=O)NN)c1,137.0589118
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,351.8549809
CC(C)CCOC=O,116.0837296
CC(=O)c1ccccc1,120.0575149
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,256.1000484
CCOP(=O)(OCC)OCC,182.0707956
CC2(C)C1CCC(C)(C1)C2=O,152.1201151
COc2cnc1cncnc1n2,162.0541608
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,335.8600663
CC(C)N(=O)=O,89.04767846
c1ccc2c(c1)[nH]c3ccccc32,167.0734993
OCC(O)C(O)CO,122.0579088
CCCOC(=O)c1ccc(N)cc1,179.0946287
CNC(=O)C=C(C)OP(=O)(OC)OC,223.0609592
O=C1CCC(=O)N1,99.0320284
CCC(C)C(C)C,100.1252005
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,316.1569116
CCN2c1ncccc1N(C)C(=S)c3cccnc23,270.0939174
O2c1ccccc1N(CC)C(=O)c3ccccc23,239.0946287
C1CCOCC1,86.07316494
CCCCCC#C,96.09390038
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,244.1099444
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,268.1252005
CCOC(=O)c1ccccc1,150.0680796
ClCC(C)C,92.03927797
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C,296.17763
CCCCCCCCCCCC(=O)OC,214.1932801
CCCSCCC,118.0816214
c1ccc2cc3cc4ccccc4cc3cc2c1,228.0939004
CCCCCBr,150.0044125
CCCC/C=C/C,98.10955045
Cc1ncc(N(=O)=O)n1CCO,171.0643911
CCCCCC1CCCC1,140.1565006
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,357.8444162
O=C1NC(=O)NC(=O)C1(CC)C(C)C,198.1004423
CC(Cl)(Cl)Cl,131.9300331
CON(C)C(=O)Nc1ccc(Cl)cc1,214.0509053
O=C2NC(=O)C1(CCCCC1)C(=O)N2,196.0847922
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,211.1208434
Cc1ccc(Br)cc1,169.9731123
CCOCC,74.07316494
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,329.0333966
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,335.1092907
Cc1cc(C)c(O)c(C)c1,136.088815
c1ccccc1,78.04695019
Clc1ccc(I)cc1,237.9046258
COc1ccc(NC(=O)N(C)C)cc1Cl,228.0665553
CC(C)N(C(=O)CCl)c1ccccc1,211.0763917
C=Cc1ccccc1,104.0626003
COCOC,76.0524295
Cc1ccccc1C,106.0782503
CCC(C)O,74.07316494
Oc1ccc(O)cc1,110.0367794
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,288.1725446
C1c2ccccc2c3cc4ccccc4cc13,216.0939004
O=C1CNC(=O)N1,100.0272774
c1(O)cc(O)ccc1CCCCCC,194.1306798
C=CCS(=O)SCC=C,162.0173069
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,362.0144589
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,256.1252005
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,476.2574171
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,168.02834
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,229.8859754
Clc1cccc(Cl)c1,145.9690055
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,351.9146887
CC(C)COC=O,102.0680796
c1ccccc1SC,124.0346713
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,322.1041457
CCCCCC,86.10955045
COC(=O)c1cccnc1,137.0476785
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,421.0377826
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,357.8444162
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,284.9959485
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,240.0890221
c1ccc2c(c1)c3ccccc3c4ccccc24,228.0939004
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,266.1306798
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,390.2770097
CCc1ccccn1,107.0734993
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,377.7825749
c1ccc(cc1)c2ccccc2,154.0782503
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,357.8444162
CN(C)c1nc(nc(n1)N(C)C)N(C)C,210.1592946
CC(C)CC(C)(C)O,116.1201151
O=C2NC(=O)C1(CCCCCC1)C(=O)N2,210.1004423
OCC1OC(O)(CO)C(O)C1O,180.0633881
Cc1cc(C)cc(O)c1,122.0731649
ClCC#CCOC(=O)Nc1cccc(Cl)c1,257.0010339
CC(=O)Nc1ccc(Cl)cc1,169.0294416
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,391.8054439
CCC(C)(C)C,86.10955045
CNc1ccccc1,107.0734993
C=CCC=C,68.06260026
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,404.2198887
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,198.0276713
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,320.0119329
Oc1cccc(Cl)c1,128.0028925
Clc1cccc(Br)c1,189.9184899
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,294.9488254
O=C1NC(=O)NC(=O)C1(C)CC,170.0691422
OCCOc1ccccc1,138.0680796
C(c1ccccc1)c2ccccc2,168.0939004
CCCCCC(O)CC,130.1357652
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,421.0452464
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,229.1094232
CCCC(C)CO,102.1044651
CCCCC(C)(C)O,116.1201151
CCc1ccccc1,106.0782503
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,224.1160924
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,369.8210939
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,302.0266044
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,349.1677936
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,310.2507949
CCOC(=O)CC,102.0680796
CSc1nc(NC(C)C)nc(NC(C)C)n1,241.1361166
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,236.0716407
Cc1cc2ccccc2cc1C,156.0939004
Clc1ccc(cc1)c2cc(Cl)ccc2Cl,255.9613333
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,357.8444162
NC(N)=NC#N,84.04359613
ClC(Cl)(Cl)N(=O)=O,162.8994613
Clc1cccc(Cl)c1c2ccccc2,222.0003056
COc1ccc(C=O)cc1,136.0524295
CC(=O)Nc1ccc(cc1)N(=O)=O,180.0534921
CCCCCCC(=O)OCC,158.1306798
CC(=O)Nc1ccc(O)cc1,151.0633285
c2ccc1[nH]ncc1c2,118.0530982
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,434.2104669
Nc2nc1[nH]cnc1c(=O)[nH]2,151.0494098
COC(=O)C,74.03677943
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,290.2245802
CCCC(O)C=C,100.088815
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,511.1895917
CCCCOCCCC,130.1357652
CCCCCCCCCCCCO,186.1983655
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,313.1538748
CCCC(C)(C)O,102.1044651
Nc1nc(=O)[nH]cc1F,129.03384
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,293.1990937
CCCCCC(C)(C)O,130.1357652
Cc1c(C)c(C)c(C)c(C)c1C,162.1408506
CC(C)c1ccc(C)cc1O,150.1044651
c2cnc1ncncc1n2,132.0435961
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,291.0330302
c2ccc1NCCc1c2,119.0734993
O=N(=O)c1cccc2ccccc12,173.0476785
CCC(C)C(=O)C,100.088815
Nc1nc(O)nc2nc[nH]c12,151.0494098
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,526.0779713
CN(=O)=O,61.01637834
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,303.0018182
C=CCCC=C,82.07825032
c2ccc1[nH]ccc1c2,117.0578492
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,286.1932801
CCCCC=C,84.09390038
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,354.0441056
CCC1CCCCC1,112.1252005
CCCCCCCC(=O)C,142.1357652
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,295.0956913
CC(C)OC(=O)Nc1cccc(Cl)c1,213.0556563
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,288.0777887
CNC(=O)Oc1cccc2ccccc12,201.0789786
C#C,26.01565006
Cc1cncc(C)c1,107.0734993
