smiles,E1-CAM
[H]N=C(N([H])C(=O)C([H])([H])O[H])C([H])([H])[H],0.19538881
[H]OC([H])([H])C(=O)C([H])([H])C(=O)C([H])([H])[H],0.15938917
[H]N=C(N([H])C(=O)C([H])([H])[H])C([H])([H])O[H],0.19998615
[H]N(C(=O)C([H])([H])[H])C(=O)C([H])([H])N([H])[H],0.17388678
[H]OC([H])([H])C(=O)N([H])C(=O)C([H])([H])[H],0.17468424
[H]N=C(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],0.18889521
[H]N=C(N([H])C(=O)N([H])[H])C([H])([H])C([H])([H])[H],0.21271245
[H]C([H])([H])C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H],0.15834917
[H]N([H])C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H],0.16496405
[H]N=C(N([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],0.19993103
[H]N(C(=O)C([H])([H])[H])C(=O)C([H])([H])C([H])([H])[H],0.1742506
[H]N([H])C(=O)N([H])C(=O)C([H])([H])C([H])([H])[H],0.18974779
[H]N(C(=O)C([H])([H])C(=O)C([H])([H])[H])C([H])([H])[H],0.16763572
[H]N([H])C(=O)C([H])([H])C(=O)N([H])C([H])([H])[H],0.21474101
[H]N=C(N([H])C(=O)N([H])C([H])([H])[H])C([H])([H])[H],0.23253871
[H]N(C(=O)N([H])C([H])([H])[H])C(=O)C([H])([H])[H],0.20514576
[H]N([H])C(=O)N([H])C(=O)N([H])C([H])([H])[H],0.22121624
[H]N=C(OC([H])([H])[H])N([H])C(=O)C([H])([H])[H],0.19840226
[H]N=C(OC([H])([H])[H])N([H])C(=O)N([H])[H],0.22858448
[H]C([H])([H])OC(=O)C([H])([H])C(=O)C([H])([H])[H],0.16444956
[H]N([H])C(=O)C([H])([H])C(=O)OC([H])([H])[H],0.21258015
[H]N=C(N([H])C(=O)OC([H])([H])[H])C([H])([H])[H],0.21028331
[H]N(C(=O)OC([H])([H])[H])C(=O)C([H])([H])[H],0.19018511
[H]N([H])C(=O)N([H])C(=O)OC([H])([H])[H],0.22341017
[H]OC([H])([H])C(=O)C([H])([H])C(=O)N([H])[H],0.16868308
[H]N=C(N([H])C(=O)N([H])[H])C([H])([H])O[H],0.22933049
[H]OC([H])([H])C(=O)N([H])C(=O)N([H])[H],0.19859335
[H]N([H])C(=O)N([H])C(=O)C([H])([H])N([H])[H],0.18974044
[H]OC([H])([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.17529796
[H]OC([H])([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.22722475
[H]N([H])C([H])([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],0.2190517
[H]OC([H])([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],0.22918717
[H]OC([H])([H])C(=O)C([H])([H])C([H])(O[H])C([H])([H])[H],0.17356339
[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.16655162
[H]OC([H])(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],0.16769085
[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.21470058
[H]C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],0.2192722
[H]OC([H])([H])C(=O)C([H])([H])N(C([H])([H])[H])C([H])([H])[H],0.17035517
[H]N(C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.21583246
[H]OC([H])(C([H])([H])[H])C([H])([H])C(=O)N([H])C([H])([H])[H],0.21374143
[H]N(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.2369523
[H]N(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.26196022
[H]C([H])([H])OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.21930527
[H]OC([H])(C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H],0.22132649
[H]C([H])([H])OC(=O)C([H])([H])N(C([H])([H])[H])C([H])([H])[H],0.21495415
[H]N(C(=O)OC([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26145675
[H]C([H])([H])OC(=NC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.22560043
[H]OC([H])([H])C([H])(O[H])C([H])([H])C(=O)C([H])([H])[H],0.16317803
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])[H],0.16625027
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(=O)N([H])[H],0.21294397
[H]OC([H])([H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],0.21504603
[H]OC([H])([H])C([H])(N([H])C(=O)N([H])[H])C([H])([H])[H],0.24612861
[H]OC([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])[H],0.21839389
[H]OC([H])([H])C([H])(OC(=O)N([H])[H])C([H])([H])[H],0.25965603
[H]C([H])([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.16583133
[H]N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21249562
[H]N(C(=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21511585
[H]N([H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.24418089
[H]C([H])([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21805212
[H]N([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.258899
[H]OC([H])(C([H])([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],0.16317435
[H]OC([H])(C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])[H],0.21026494
[H]C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])[H],0.16715431
[H]N([H])C(=O)C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H],0.2096402
[H]OC([H])([H])C([H])(O[H])C([H])([H])C(=O)N([H])[H],0.20937193
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26270255
[H]OC([H])([H])C([H])(O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26760491
[H]OC([H])([H])C([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.27061101
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(O[H])C([H])([H])[H],0.26641423
[H]OC([H])([H])C([H])(O[H])C([H])([H])C([H])(O[H])C([H])([H])[H],0.27320551
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.32224381
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.26822598
[H]C([H])([H])C([H])([H])C([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.27572284
[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26723374
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])[H],0.26513536
[H]C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.27717444
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])[H],0.28360189
[H]C#CC1(C([H])([H])[H])OC(=N[H])C1([H])[H],0.22974208
[H]N=C1OC(C#N)(C([H])([H])[H])C1([H])[H],0.24442344
[H]C#CC1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.15797065
[H]C([H])([H])C1(C#N)C([H])([H])C(=O)C1([H])[H],0.15868359
[H]C#CC1(C([H])([H])[H])N([H])C(=O)C1([H])[H],0.21709296
[H]C#CC1(C([H])([H])[H])OC(=O)C1([H])[H],0.21866216
[H]C([H])([H])C1(C#N)OC(=O)C1([H])[H],0.21899658
[H]C#CC1(O[H])C([H])([H])C(=O)C1([H])[H],0.15729446
[H]OC1(C#N)C([H])([H])C(=O)C1([H])[H],0.15886366
[H]N=C1OC(C([H])=O)(C([H])([H])[H])C1([H])[H],0.15331084
[H]C(=O)C1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.1595619
[H]C(=O)C1(C([H])([H])[H])N([H])C(=O)C1([H])[H],0.15455296
[H]C(=O)C1(C([H])([H])[H])OC(=O)C1([H])[H],0.15439862
[H]OC1(C([H])=O)C([H])([H])C(=O)C1([H])[H],0.15637573
[H]C#CC1(C([H])([H])[H])C([H])([H])C([H])(O[H])C1([H])[H],0.23863174
[H]OC1([H])C([H])([H])C(C#N)(C([H])([H])[H])C1([H])[H],0.26603204
[H]C#CC1(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.24024871
[H]C([H])([H])C1([H])C([H])([H])C(C#N)(C([H])([H])[H])C1([H])[H],0.27771465
[H]N1C([H])(C([H])([H])[H])C([H])([H])C1(C#N)C([H])([H])[H],0.24421397
[H]C#CC1(C([H])([H])[H])OC([H])(C([H])([H])[H])C1([H])[H],0.23247623
[H]C([H])([H])C1([H])OC(C#N)(C([H])([H])[H])C1([H])[H],0.26204841
[H]N([H])C1(C#N)C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.25499622
[H]C#CC1(O[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.22985233
[H]OC1(C#N)C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.2603212
[H]C([H])([H])N1C([H])([H])C(C#N)(C([H])([H])[H])C1([H])[H],0.24248307
[H]N([H])C1(C#N)C([H])([H])N(C([H])([H])[H])C1([H])[H],0.23639739
[H]C#CC1(O[H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0.23223001
[H]OC1(C#N)C([H])([H])N(C([H])([H])[H])C1([H])[H],0.23436882
[H]OC1([H])C([H])([H])C(C#N)(N([H])[H])C1([H])[H],0.26343386
[H]C#CC1(O[H])C([H])([H])C([H])(O[H])C1([H])[H],0.23130393
[H]OC1([H])C([H])([H])C(C#N)(O[H])C1([H])[H],0.26413945
[H]OC1([H])C([H])([H])C(C([H])=O)(C([H])([H])[H])C1([H])[H],0.15945532
[H]C(=O)C1(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.15901066
[H]C(=O)C1(C([H])([H])[H])OC([H])(C([H])([H])[H])C1([H])[H],0.15359381
[H]OC1(C([H])=O)C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.16637155
[H]OC1(C([H])=O)C([H])([H])N(C([H])([H])[H])C1([H])[H],0.16420701
[H]OC1([H])C([H])([H])C(O[H])(C([H])=O)C1([H])[H],0.16713593
[H]N=C1OC(C([H])([H])[H])(C([H])([H])O[H])C1([H])[H],0.24564719
[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.15777588
[H]OC([H])([H])C1(C([H])([H])[H])N([H])C(=O)C1([H])[H],0.21311301
[H]OC([H])([H])C1(C([H])([H])[H])OC(=O)C1([H])[H],0.21829467
[H]N=C1OC(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.24655857
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.15747086
[H]N1C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21813665
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])OC(=O)C1([H])[H],0.21837552
[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.15716216
[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.15755171
[H]OC([H])([H])C1(O[H])C([H])([H])C(=O)C1([H])[H],0.15711807
[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])(O[H])C1([H])[H],0.26312517
[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.26371316
[H]OC([H])([H])C1(C([H])([H])[H])OC([H])(C([H])([H])[H])C1([H])[H],0.27313569
[H]OC([H])([H])C1(O[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.26719332
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.30032651
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])OC([H])(C([H])([H])[H])C1([H])[H],0.2751275
[H]OC1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.26284587
[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.26531175
[H]OC1([H])C([H])([H])C(O[H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.26262538
[H]OC([H])([H])C1(O[H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0.24178851
[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.276682
[H]OC1([H])C([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C1([H])[H],0.28039735
[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0.23386903
[H]OC([H])([H])C1(O[H])C([H])([H])C([H])(O[H])C1([H])[H],0.26298185
[H]N=C(OC1(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],0.23869422
[H]C([H])([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.16060558
[H]N1C([H])([H])C1(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])[H],0.16130014
[H]C([H])([H])C(=O)C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.16167498
[H]OC1(C([H])([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],0.1660408
[H]N(C(=O)C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.20946748
[H]C([H])([H])C(=O)OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.21434044
[H]N([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.20873249
[H]N([H])C(=O)C([H])([H])C1(C([H])([H])[H])N([H])C1([H])[H],0.20770719
[H]N([H])C(=O)C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.20829885
[H]N([H])C(=O)N([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.24109395
[H]N([H])C(=O)OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.25515424
[H]OC1(C([H])([H])C(=O)N([H])[H])C([H])([H])C1([H])[H],0.20960345
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.2885704
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.2967949
[H]OC1(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],0.25826691
[H]C([H])([H])C([H])(OC1(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],0.27676284
[H]OC([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26481564
[H]OC([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.26518313
[H]OC([H])(C([H])([H])[H])C([H])([H])C1(O[H])C([H])([H])C1([H])[H],0.2654514
[H]C#CC1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.23052852
[H]C([H])([H])C1(C#N)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.26297817
[H]N([H])C1(C#N)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.23728672
[H]C#CC1(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.21861439
[H]OC1(C#N)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.24564352
[H]C#CC1(C([H])([H])[H])N([H])C1(C([H])([H])[H])C([H])([H])[H],0.22835663
[H]N1C(C#N)(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],0.2520232
[H]C#CC1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],0.23048809
[H]C([H])([H])C1(C#N)OC1(C([H])([H])[H])C([H])([H])[H],0.26435627
[H]N([H])C1(C#N)C([H])([H])C1(N([H])[H])C([H])([H])[H],0.23796291
[H]OC1(C#N)C([H])([H])C1(N([H])[H])C([H])([H])[H],0.24482401
[H]C#CC1(C([H])([H])[H])C([H])([H])C1(O[H])C([H])([H])[H],0.23278493
[H]OC1(C([H])([H])[H])C([H])([H])C1(C#N)C([H])([H])[H],0.26639586
[H]OC1(C([H])([H])[H])C([H])([H])C1(C#N)N([H])[H],0.23953578
[H]C#CC1(O[H])C([H])([H])C1(O[H])C([H])([H])[H],0.22032691
[H]OC1(C#N)C([H])([H])C1(O[H])C([H])([H])[H],0.24304901
[H]C(=O)C1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.15640513
[H]OC1(C([H])=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.15443904
[H]C(=O)C1(C([H])([H])[H])N([H])C1(C([H])([H])[H])C([H])([H])[H],0.15747086
[H]C(=O)C1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],0.14937866
[H]OC1(C([H])([H])[H])C([H])([H])C1(C([H])=O)C([H])([H])[H],0.16129279
[H]OC1(C([H])=O)C([H])([H])C1(O[H])C([H])([H])[H],0.1690616
[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.26043512
[H]OC([H])([H])C1(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.24622048
[H]OC([H])([H])C1(C([H])([H])[H])N([H])C1(C([H])([H])[H])C([H])([H])[H],0.25560626
[H]OC([H])([H])C1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],0.2791589
[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C1(O[H])C([H])([H])[H],0.25992798
[H]OC([H])([H])C1(O[H])C([H])([H])C1(O[H])C([H])([H])[H],0.26037632
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.27720384
[H]OC1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.25666831
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],0.2930134
[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.26327584
[H]OC1(C([H])([H])[H])C([H])([H])C1(O[H])C([H])([H])C([H])([H])[H],0.24754346
[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.2764174
[H]OC1(C([H])([H])[H])C([H])([H])C1(OC([H])([H])[H])C([H])([H])[H],0.25950169
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.29474796
[H]C([H])([H])C1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC1([H])[H],0.29575122
[H]OC1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],0.245118
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26747261
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1(C([H])([H])[H])N([H])C1([H])[H],0.26495896
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1(C([H])([H])[H])OC1([H])[H],0.28869903
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1(O[H])C([H])([H])C1([H])[H],0.27043461
[H]OC1([H])C([H])([H])C1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.26258128
[H]OC1([H])C([H])([H])C1([H])C(O[H])(C([H])([H])[H])C([H])([H])[H],0.26490751
[H]C([H])([H])C1([H])C([H])([H])C1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.28344387
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])C([H])([H])[H],0.2764615
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1([H])N([H])C1([H])C([H])([H])[H],0.25271409
[H]C([H])([H])C1([H])OC1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.29221226
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1([H])OC1([H])C([H])([H])[H],0.26875149
[H]C([H])([H])N1C([H])([H])C1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.25249359
[H]OC(C([H])([H])[H])(C([H])([H])[H])C1([H])N(C([H])([H])[H])C1([H])[H],0.24965654
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.29904029
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],0.30098432
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],0.26674498
[H]C([H])([H])C(OC1([H])C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],0.27148932
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.2656572
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],0.2886733
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],0.27506135
[H]OC1([H])C2(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C2([H])[H],0.25828896
[H]OC1([H])C2(C([H])([H])[H])OC1(C([H])([H])[H])C2([H])[H],0.28088612
[H]OC1([H])C2(O[H])C([H])([H])C1(C([H])([H])[H])C2([H])[H],0.2643085
[H]C([H])([H])C1([H])C2(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C2([H])[H],0.30545672
[H]C([H])([H])C1([H])C2(C([H])([H])[H])OC1(C([H])([H])[H])C2([H])[H],0.27054853
[H]OC12C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])C([H])([H])[H],0.26267683
[H]OC12C([H])([H])C(O[H])(C1([H])[H])C2([H])C([H])([H])[H],0.25402236
[H]OC1([H])C2(O[H])C([H])([H])C1(O[H])C2([H])[H],0.25608767
[H]OC12C([H])([H])C1([H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H],0.26493691
[H]OC1(C([H])([H])[H])C([H])([H])C2(O[H])C([H])([H])C12[H],0.26248206
[H]N1C2([H])C1(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H],0.26988337
[H]C([H])([H])C12OC1([H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H],0.2834549
[H]OC1(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])N([H])C12[H],0.26076586
[H]OC1(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])OC12[H],0.26331259
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])C12[H],0.27248522
[H]C([H])([H])C1(C([H])([H])[H])OC2(C([H])([H])[H])C([H])([H])C12[H],0.2644555
[H]OC1(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])C12[H],0.26125463
[H]C1=C([H])C2(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C2([H])[H],0.21777283
[H]C1=C([H])C2(C([H])([H])[H])OC1(C([H])([H])[H])C2([H])[H],0.20799383
[H]OC12C([H])=C([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.21876506
[H]OC12C([H])=C([H])C(O[H])(C1([H])[H])C2([H])[H],0.21898556
[H]C([H])([H])C12C([H])([H])C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.30731623
[H]C([H])([H])C12OC([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.27059263
[H]C([H])([H])C12OC(C([H])([H])[H])(C([H])([H])C1([H])[H])C2([H])[H],0.27930957
[H]OC12C([H])([H])C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.25922239
[H]OC12C([H])([H])OC(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.25653969
[H]OC12C([H])([H])C([H])([H])C(O[H])(C1([H])[H])C2([H])[H],0.261567
[H]C#CC12C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.2328915
[H]C([H])([H])C12C([H])([H])C(C#N)(C1([H])[H])C2([H])[H],0.26818923
[H]N1C2(C#N)C([H])([H])C1(C([H])([H])[H])C2([H])[H],0.24666882
[H]C#CC12OC(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.21931262
[H]C([H])([H])C12OC(C#N)(C1([H])[H])C2([H])[H],0.2327886
[H]C#CC12C([H])([H])C(O[H])(C1([H])[H])C2([H])[H],0.23261955
[H]OC12C([H])([H])C(C#N)(C1([H])[H])C2([H])[H],0.2669618
[H]C(=O)C12C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.15156892
[H]C(=O)C12OC(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.14968735
[H]OC12C([H])([H])C(C([H])=O)(C1([H])[H])C2([H])[H],0.15398335
[H]OC([H])([H])C12C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.26130975
[H]OC([H])([H])C12OC(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.27441824
[H]C([H])([H])C([H])([H])C12C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.31703276
[H]C([H])([H])C([H])([H])C12OC(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.27438884
[H]OC12C([H])([H])C(C([H])([H])C([H])([H])[H])(C1([H])[H])C2([H])[H],0.26364334
[H]C([H])([H])OC12C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.28118379
[H]OC12C([H])([H])C(OC([H])([H])[H])(C1([H])[H])C2([H])[H],0.26154127
[H]OC([H])([H])C12C([H])([H])C(O[H])(C1([H])[H])C2([H])[H],0.26243061
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C2(C([H])([H])C2([H])[H])C1([H])[H],0.29540945
[H]C([H])([H])C1(C([H])([H])[H])OC2(C([H])([H])C2([H])[H])C1([H])[H],0.26189774
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C2(OC2([H])[H])C1([H])[H],0.28525194
[H]OC1(C([H])([H])[H])C([H])([H])C2(C([H])([H])C2([H])[H])C1([H])[H],0.26311414
[H]OC1(C([H])([H])[H])C([H])([H])C2(N([H])C2([H])[H])C1([H])[H],0.25372102
[H]OC1(C([H])([H])[H])C([H])([H])C2(OC2([H])[H])C1([H])[H],0.26646936
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.30710309
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])OC([H])([H])C1([H])[H],0.27003037
