smiles,band_gap
OC1COC=NC11CC1,0.2562
C1C2CC1C1=C2ON=N1,0.1648
CC1C=CC2(CN2)C1=O,0.2067
CC1CNC(=O)N1C=N,0.2431
CC1COC(=O)C1CO,0.2657
C(#N)c1nnc(o1)C#N,0.2047
CCC(C)OC(=N)C#N,0.2384
O=C1NCC2CC1C2,0.2723
CC1OCC1(O)CC#C,0.2801
CCC1C(CO)C1C#N,0.2961
CN(C)c1nc(on1)N,0.2315
OC1CC11OCOC1=N,0.2568
CC12CC(O1)C(O)C2=O,0.195
CCC1(CC(C)O1)C#N,0.2867
CN=C1CC(=O)C(C)O1,0.2066
OC12C3CC1C3OC2=N,0.2724
OC1CCOC11CCC1,0.3001
OCC12OC1CC2=NO,0.2497
OC12C3CC1C3NC2=O,0.2571
c1cncc(c1F)F,0.236
OCC1=CC2CC3C1N23,0.22
N=C1NC(OC=O)=NO1,0.1979
CC1CC(=O)OCCO1,0.271
CC12OC1C1NC21C#N,0.2427
CCC(O)C(CO)OC,0.3201
C#CC12COC1C1NC21,0.2644
C1C(CN1CC#N)C=O,0.219
N#CC12CC(C1)C21CN1,0.2707
CC1C2N1C(=O)CC2=O,0.2068
c1cnnc(n1)NC=N,0.1606
C1C2CC11NC1C=CC2,0.2496
CN1C2C3C1C2C31CO1,0.3046
CC1CC2COC2C1C,0.3113
CC1C2C3OC(C23)C1=O,0.2099
C1COC(OC1)C(=O)N,0.2692
OCCC1NC1C1CO1,0.3155
NC(=O)NC(=O)C1CN1,0.2403
N=C1ON=NC(=O)N=C1,0.1846
Cc1c2c(c[nH]1)[nH]nn2,0.175
CC1(C)C(O)C=CC1O,0.2567
Cc1cnn(c1C=O)C,0.1915
Cc1cc[nH]n1,0.2689
CN=C1C2(CC2)OCO1,0.2662
COC(C=O)C(C)C#C,0.2107
O=C(CC1CO1)C1CC1,0.2333
O=C1NC=CC1C#C,0.2153
C1CCC2(C1)CO2,0.3329
N#CCC12OC3C1OC23,0.2825
c1cc2n(c1N)CCN2,0.2274
CC(=O)C1CCC(C)=C1,0.2108
NC(CC#N)C(N)=O,0.2651
CCC12CN3C(C=C1)C23,0.2293
CC1(O)CC2OCOC12,0.3148
C1CC=C2C3NC3C2O1,0.2322
c1c(nno1)OCCO,0.2041
CNC(=NCC#C)OC,0.2671
CC1N2CC2(C)C1(C)O,0.2855
N=COC1=CON=N1,0.2061
CCC12CC(C1)C21CO1,0.3421
CC(=O)C1OCCC=C1,0.2124
C1C=C(C(=O)N1)CC=O,0.2052
CC(C)C12CC3OC1C23,0.3034
O=C1C=CCC2CC1O2,0.1793
CC#CC1C2C3OC3C12,0.2579
FC(F)(F)C1OC1C=O,0.2193
C1CC12COC23COC3,0.3097
CC(C=O)C1CCOC1,0.225
CC12C3C=CN(C13)C2=O,0.1994
OC12CN(C1)C2CC=O,0.2274
CC#CCC1CC1,0.3022
COC=NC(C=O)C#N,0.2189
CC1CC(CO1)C#N,0.3046
CC#CC1C2N1CC2=O,0.2121
CN=c1cnonc1F,0.1807
O=CCOC1CCC1=O,0.2032
CCC1(CCC1)O,0.3219
CC12NC1C(O)C21CC1,0.3027
COC(=O)CCCO,0.2842
CCC1(C)C(O)CC1O,0.3057
C1CCCC=CCC1,0.2592
C1C2COCCOCC12,0.3114
CN1N=CN=C(C)C1=N,0.1596
C#CC1COCC2NC12,0.296
NC(C#N)C1=NOC=C1,0.2403
CCCC(C#C)C#CC,0.2873
CCOC(=O)CCOC,0.2715
C1NC1C1OCC2OC12,0.3281
OC1C(O)C2C3CC3C12,0.2961
CC(=N)OCC1CCO1,0.2885
CCC1(CC1C=O)C=O,0.21
CNc1c(cn[nH]1)C#N,0.2239
OC1CC2CC(O)C12,0.2961
CC12COC1COC2,0.3207
CC1N=C(N)C(=O)C1=O,0.117
OC1C2C(C#N)N2C1=O,0.22
COC1=NCC(C)N1,0.2774
C1C(CN1C=O)(C#N)O,0.2501
OCCC1C2C(O)CN12,0.2896
CC1OC(=O)N2CC12,0.2898
COC(CO)C#N,0.2974
CC(C)n1cncn1,0.2716
O=C1CC2C(NC12)C#N,0.2028
N=C1OC2(COC12)C#N,0.256
COC1C(C)C1(C)OC,0.3102
CC1CN2C=C(O)N=C12,0.227
OC1C2C3OC4C1N2C34,0.2561
C(c1nc(no1)CO)N,0.2308
NC1=CNC(F)=CC1=N,0.1824
CC1CN(C=O)C1(C)C,0.2685
N=COCC1(CC1)C#N,0.2796
CCc1cnoc1C#C,0.2002
O=CC12CC3CC1N23,0.2187
CC1=CN=CC(=N)N=C1,0.1677
CNc1cc[nH]c1O,0.2393
CC(CO)CC#CC#C,0.2307
CC1=C(CCC1)C#N,0.2165
CC1CC2NC2C1C=O,0.2162
CN(C=O)C(=N)CC#N,0.2318
COC=NCC(C)C#C,0.2632
CC12C3C=CC1(O)CN23,0.2223
CC1(C(=NC)NC=N1)C,0.2233
c1c(c(n[nH]1)N2CC2)N,0.2188
C1CC23CC1OCC2N3,0.3131
O=C1C2CN3CC2CC13,0.2194
Cc1c(c(co1)N)OC,0.2236
C#CC(=O)C#CC#N,0.1756
CC1NC1C1(CN1)C#C,0.2783
CC12CC(O)(C1)C(=N)O2,0.2861
OCC1OC2CCCC12,0.3166
O=CC(CC#C)C#N,0.2177
CCC1CCNC(=O)O1,0.3071
C1C2CN1C1=NOC=C21,0.2522
CC(O)C12C3CN1CC23,0.2935
CCC12CC(C1)OC2=O,0.2731
CCC1CC2NC2C1=O,0.2098
CC12CC1OC1CC1O2,0.3178
O=CC1=CCN2CC12,0.1708
c1c(nc(o1)N)C(=N)N,0.201
Cc1c(ncnc1C)C,0.2162
CC12CC(O1)(C=O)C=C2,0.2072
CC#CCC(=O)C(=O)C,0.1525
COC1CCCC=C1C,0.256
OC(C1CN1)C(=O)C#N,0.1538
c1c(=O)oc(c(n1)F)N,0.1429
CC12CC(C1)COC2,0.3276
CC(=O)C(C)(CO)C#N,0.2277
CC1=CC2C(CO)N2C1,0.2258
OCC1C2CCCC12,0.3217
CN1C(CC1=O)C1CO1,0.2798
Cn1nc2c(n1)OCO2,0.2082
CC12CC3C4N3C1C24C,0.2938
CC1(CC1)C1CC1O,0.3165
C#CC1COC2(CC2)C1,0.2843
CC1(CO)OC1C1CO1,0.329
CC1(C)C2CC2CC1O,0.3307
O=C1C2CC1(C=C2)C#C,0.2364
O=CC1(C=O)C2CCC12,0.208
N=C1NC(=O)CCC1=O,0.1911
CC12CC3C1C1(CC1)C23,0.3549
C1C(=O)NC1(C=O)C=O,0.1995
Cc1c(coc1N)C#C,0.2108
O=C1CC2C3NC3C2=C1,0.1905
CCCOC(C=O)C#C,0.2056
OC(CC#C)C(O)C=O,0.2126
CC1OC23CC2(CC3)O1,0.2981
CNC(=N)C(=O)CC#N,0.1651
C#CC1CCC2CCC12,0.3112
Cc1c(nccn1)O,0.2003
CC1(O)CCCCOC1,0.3173
COCCC1CNC1=O,0.2797
CCN1CC(CO)C1=O,0.2772
CC#CC1(CO1)C#CC,0.2516
c1ccc2c(c1)cn[nH]2,0.1934
CN1C2CC1(C)C2=NO,0.2522
CC1=NC2COCC2O1,0.2732
COC(=O)C1COC1,0.2505
C1CNC(=O)N1,0.3086
CC(C)(CCCC#N)O,0.3113
CC1C2CC(=O)C1C2C,0.226
CC12CC(=O)C1C1NC21,0.2067
O=C1C2CN2C1CC#N,0.2182
OCC12CN1C(=O)C=C2,0.1987
O=CCC12CC3C1N3C2,0.2128
Cc1c(cc[nH]1)NC,0.2162
OC1C2C3C2C1C3C#C,0.2974
OC1C=CC2NC2C1=O,0.1911
COCC1(O)C(O)C1O,0.2848
N#CCN1C2CC1C2,0.2676
OC12CC(O)(C1)C1OC21,0.3202
CC([NH3+])C1=C([O-])ON=N1,0.2154
CC(CC#C)C1COC1,0.2946
c1nn2c(o1)nc(n2)N,0.1965
C#CC1OC11C2CC1C2,0.2729
CC#CC(C)C(N)C#N,0.2746
CC12CC1C1OC21C=O,0.1965
COC1CC(C1)C(C)O,0.3031
CC1C2COC=NC12C,0.2529
CC1C(NC1=O)C1CO1,0.2776
C1CCC(CC1)C(=O)N,0.2763
CN1C=CN=C1C1CN1,0.2306
CC1(C=O)C2C3C1CN23,0.2126
C1C=CC2C3C4C3N1C24,0.226
c1cnc([nH]1)CC2CC2,0.2497
FC1=CC(F)=NC(=N)N1,0.1823
OC1CC2C1COC2=N,0.2777
CC1(O)C2OC(C)(C)C12,0.2959
CC1CC2(C)CC(C2)O1,0.3155
CC1C(NC1=O)C(C)=O,0.2202
CCCC(=O)N(C)C=N,0.2354
CCCC(O)C=O,0.2362
CC1OCC11CC(=O)N1,0.2811
OC1CCCCN2CC12,0.2761
c1(nc(nc(n1)F)F)F,0.2647
CC1=CCN=C(OC1)C,0.2311
CC1CC2C3C(O)C2N13,0.3054
CCc1cccc(=O)[nH]1,0.1765
O=CCC1CCC(=O)O1,0.2251
CC1=CNC(=O)C1=O,0.1473
OCC1CN=COCO1,0.2574
CC1OC1(C#N)C1CC1,0.2929
CCCC(CO)C#C,0.3047
CC1(CCC(=O)CC1)O,0.2236
CC1(C#C)C2CCC1O2,0.3042
CCCOCCC,0.3396
CC1(CN1)C1(CO1)C#C,0.2727
CCC1(C)C(C)OC1=N,0.2921
CCC(CO)C1(C)CC1,0.332
CC(=O)C(O)C(=O)CO,0.2098
CC1C2C3N2C1C3=O,0.2328
CC12CC(C=C1)C1NC21,0.2547
OC1CC2(CN2)C1C#C,0.2838
CCC(CC)(C=O)C#N,0.2226
N#CC1OCC11CCN1,0.2414
CNC(=O)NC(=O)C=O,0.1619
C#CCOCCCO,0.2888
CCC1=CC2OCC2C1,0.2502
OCCC1NC11COC1,0.3014
NC1=CC(N)=CC(=N)O1,0.1736
CCC(=O)C12CC1OC2,0.224
CC1=CNC(O)=NC1=N,0.2012
CC12NC1(CO)CC=C2,0.2346
CC1CCC2CC1C2=O,0.2209
CC1N=C2NC3C2C13O,0.1794
O=C1CC23COCC12N3,0.2181
CNC(=N)c1c[nH]nn1,0.1983
O=CNC1C=CNC1=O,0.2095
Cc1c(oc(=O)o1)C#N,0.2058
CC(CO)C12CC1OC2,0.3035
CCC1(CC2NC12)C#C,0.2848
CC1(C)CC(=O)N1C=N,0.2287
CC(O)C1=C(N)N=NO1,0.1863
CNc1cncnc1O,0.192
CCCn1cncn1,0.2712
OC1C2CC11OC(=O)C21,0.2544
O=CC(=O)C12CC(C1)C2,0.1482
CC12CC(O1)C(=O)C2=O,0.1418
C1CC12COC(=O)CN2,0.2447
CC1N2CCC2(C)C1=O,0.203
OC12CC3(C1)C=CCC23,0.2452
CC(=O)C1COC(=O)O1,0.2264
CCC1CC(C)C(=N)O1,0.2827
CN(CC(=O)N)C(=O)N,0.2557
OC(C=O)C1C(O)C1O,0.2154
CN1CC(O)C1C1CN1,0.3002
CCN1CC11COC1C,0.3086
N#CC1(CC2CO2)CO1,0.2727
CC1N(C=O)C2CC12C,0.2607
CCCOCCCCO,0.3286
CC1OCC2CCC12C,0.3243
CCNc1cncnc1,0.186
NC1(CC1(O)C#N)C#N,0.2514
CC(C)n1ccc(c1)O,0.2318
CC(C)C12CC1C(C)O2,0.3142
CC(C)(O)C1CCO1,0.3246
CCC1(C)N=CNC1=N,0.2299
CC1(CCC1=O)C#C,0.2099
CC1=CC2(C)NC2(C)C1,0.2407
OCC12CC(O1)C21CC1,0.309
C#CC(=O)c1cnno1,0.185
C1C2OCC3C=CC1C23,0.2581
O=C1CC2CC(CO2)N1,0.2669
C(C(=O)N)OC(=O)C=O,0.1819
Cc1c(c(nn1C)N)N,0.2182
OC(C=O)C1CC2OC12,0.2193
CCOC(CC)CC#N,0.2915
NC1C2CCOC12C#N,0.2522
C(=O)N(C(=N)N)C(=O)N,0.2237
N=CN1CC(C#N)C1=O,0.2281
OC1C2C3C=CCN2C13,0.23
CCC1CC2(NC12)C#C,0.2536
CC1(O)C2CCC12CO,0.3017
CC1(CC1)C(=O)CC#N,0.2345
CNC(=O)C(C)C#N,0.278
N=C1OCC=C2COC12,0.237
C#Cc1coc(n1)CO,0.214
COC1(CC2OC12)C=O,0.2073
CC1=NON=C1C1CO1,0.2428
CC1(CC(=O)C1O)C=O,0.2163
CC1CN1C(=O)C1CN1,0.2505
CC12OC1C1CCC2C1,0.3412
CC12CC(C#N)C1N2,0.294
CNc1c(c(no1)O)N,0.2303
O=COC(CC#C)C#C,0.27
c1c(c([nH]n1)N)O,0.2312
CC12OCC34CN(C13)C24,0.3089
OC1C2NC2COC1=N,0.2768
CCC1CC(O)C1=O,0.2202
Cc1c(cco1)N2CC2,0.2305
CC#CCc1nnon1,0.1935
c1c2c([nH]c1N)nco2,0.191
c1nc(nnn1)N2CC2,0.1658
CNC1CN(C)C1C#N,0.2462
CC1(O)C2NC2C1=O,0.2126
C#CCCc1[nH]ccn1,0.2493
C1C2OC=NC3CCC123,0.2673
O=C1COCCC1C#N,0.2029
c1cncc(c1CO)O,0.2152
CC1C2C3OC(C23)C1C,0.2992
C1OC2C3CCC=C1C23,0.2304
CC1C2NC2C1CCO,0.3034
CC#CC(O)COC=N,0.2741
N=C1CC(CC#N)CO1,0.2828
CC(=O)OCC#N,0.2857
CCCOc1c[nH]cn1,0.2275
CC1(CO)C2C3CC2C13,0.3353
CCC1CC(O)C1(C)C,0.3265
c1cnc(nc1F)O,0.2241
OC12C=CC3(O)C1OC23,0.2109
N=C1CC2CC2O1,0.274
CC1(CO)OC1(C)CO,0.3334
CC12C3CCOC1CN23,0.3102
CC1(CC1)C2COC2,0.3207
CN(CC=O)CC#C,0.2049
CC#CCC(C)C#C,0.291
COCC1C2OC(C)C12,0.3211
CC(O)C1=CN=CN1,0.2468
OCC1C2C(O)CN12,0.2927
COCC(C)O,0.3359
CC(O)(CCO)C#C,0.2988
Cn1ccnc1NC=O,0.2128
C1CC1C#CC1CN1,0.263
CC12C3C4OC1C2(O)C34,0.2905
Cc1c(cn(n1)C)NC,0.2177
CC1C2C3OC3(C=O)C12,0.2201
CN=C1C=NNN=C1,0.1715
COC1C2C3CN2C13,0.3047
CC1C2OC3CC1CC23,0.3185
O=C1OC2COC1OC2,0.2571
CC1C(C#C)C1(N)C#N,0.2489
CC1OC2CN3C1C23C,0.3121
C1OC11C2CC3C2CC13,0.3443
O=C1CC=CCC1C#N,0.2188
O=CC1(OC2CC12)C=O,0.1904
CCc1c(nc([nH]1)N)O,0.22
OCC1OC1C(O)C#C,0.2822
[NH3+]C1C[C-]2OC(=O)C=C12,0.1782
CC(O)(CCO)C1CO1,0.3384
CC1(C)OC2C(O)CC12,0.3088
CCC(=NO)C1COC1,0.2469
OCC1CC(=O)C=C1,0.1937
OCC(C1CC1)C1CO1,0.3381
CC12C=CC3C(O)C1N23,0.2174
CCC1(CC1C#N)OC,0.2931
CC1C2C3C4N3C1C24O,0.2718
CC#CCCCCCO,0.3041
CC12OC3CC(O)C1C23,0.3108
OC12CC1C1CC2C1,0.3266
CC1C2CC1(C)OCC2,0.3137
CCC(=O)C1CN=CO1,0.2225
CCC1C=CC2(C)CC12,0.2448
COCC#CCCC=O,0.2192
C#CC12CC(C1)(N2)C#N,0.2586
CC(C)C(=N)OCC#C,0.2893
C1C2OC3CC4OC1C234,0.0823
CC1=CC(=O)C2(CO2)C1,0.1848
COCC1CCC=CC1,0.2675
CC(C)C(C)C(C)C=O,0.2228
NC1=NC(=[NH2+])[N-]C=C1F,0.196
CC12CN1CC2(C)O,0.2911
CC1NC1C(=O)CC#C,0.2139
C1C2CC3CC1C2C=C3,0.2588
COCC1(CCC1)C=O,0.2211
Cc1c(c(c[nH]1)OC)O,0.2333
CC1CC2(C)OC2CO1,0.3373
O=C1C2C3C1CCN23,0.2198
CC1(C)CC2=CCCC12,0.247
CC1=C2COC3C(C1)C23,0.1992
CC(=O)Nc1ccco1,0.1995
c1cc(=O)onc1,0.1811
CC(C)C12C3C4C1N4C23,0.2783
CCCC1CN1CC#C,0.2655
COC1=NCCC1CO,0.2797
N=C1NC(=NO1)C#C,0.1809
CCCc1ccoc1N,0.2201
CC(=O)OCC(=O)CO,0.2388
CCN1CC11C2CC1O2,0.3161
[NH3+]C1C2NC2C1C([O-])=O,0.2726
CN1CC1C1CC(=O)N1,0.2674
CC1OCCC2CC12,0.3269
CC1(CO)C2NC(=O)C12,0.2509
O=C1C2OC2C1N1CC1,0.2062
CC1=CCNC(=O)C1O,0.253
CC1CC2CC1CCO2,0.3087
OC1CC2C3CC1CC23,0.3221
CC12C3C4CC(C14)C23O,0.3048
C#CCOC1C2CC1O2,0.2675
c1c2c(on1)NC=NC2,0.1978
CCC12CC1C1OC1C2,0.3301
OCC#CC1CC2CC12,0.273
CCC(C)(C)C(O)CO,0.3138
C1OC2C1C1COCC21,0.3077
Cc1cn(nnc1=O)C,0.1732
O=C1OCC2CC2C=C1,0.2105
CN=C1OC(C)CC=C1,0.2026
CC1(CC1)C2CC2,0.3309
CCCOc1conn1,0.2016
CC(C)C1=NCC(=O)O1,0.2484
C1C(=NO)CNC(=O)N1,0.2368
C1C2CCC=CC1C=C2,0.2474
C1C2CC3CC12CCC3,0.3128
CCc1nc(co1)C=O,0.2019
Cc1cc2n(c1)C=CC2,0.195
CN1CC(O)CC1C=O,0.1876
OC1CC(C=O)C11CN1,0.2022
COC1C2COCC1O2,0.3037
Cc1c(c(co1)O)CO,0.2185
C#CC12CCC1C1CC21,0.2712
CCn1c(ccn1)C=O,0.1972
c1c([nH]nc1C#N)C#N,0.2203
CC(CCC=O)C1CO1,0.2287
CCOC1CC2CCC12,0.3195
CC12CC(O)C1COC2,0.3234
CC#CC#CCCO,0.2263
CC1(O)C=CC(=O)C1=O,0.1385
CC(C)c1cnoc1,0.2463
CCC(O)C1CC1,0.3356
C1CC11CC2NC12,0.3077
C#CCc1cncnc1,0.2088
CCC(CC)C1CC1C,0.3407
CC1(C#N)C2NCC12O,0.2499
CCC#CC(=O)OC=N,0.2216
CC12OC=NC3C1OC23,0.2414
CC1(C#N)C2C3CN1C23,0.2761
O=C1CN2C3COC1C23,0.2072
c1coc(=O)n1C=O,0.2056
CC(C)n1c(ncn1)N,0.2517
Cc1cc[nH]c1CC#N,0.2365
CC12CC1CO2,0.3155
CC12CC(O1)C2O,0.3328
C1OC23CCCC2OC13,0.2876
CC1CC2(O)CN3C1C23,0.288
CC1CC11CC(C1)C#N,0.3089
N=C1NCC2CC(=O)N12,0.2404
OC12CCC(C1)C=CC2,0.2619
CC(=O)NCCOC=N,0.2361
CC1(CO)CCC1C=O,0.2185
CN1CC1C1OC1(C)C,0.3113
CC1CC2OC2C1=O,0.209
N=COCC1COC1,0.2699
CCCOC(C)C(C)C,0.33
CC1CC1(O)C#N,0.2942
c1c(oc(n1)CO)C=O,0.1926
OC(CC(F)(F)F)C=O,0.2358
CC1CC2(C)OC2C1C,0.3276
CNC12C3OC(C13)C2=O,0.2168
COCC1(CC1)C=O,0.2271
CC1(OC1C#N)C#C,0.2645
C1CN1CCC(=O)C#N,0.1635
CC(C)C1COC1,0.3126
CC12CC=CC3C1OC23,0.2431
CC(O)(C#C)C(=O)C#N,0.187
CC12C3C1C1CC2C3O1,0.3407
COC1C(CO)CC1=O,0.2018
C#CC1=NCCO1,0.2173
COCC1C2OC(=N)C12,0.2752
CN1CCC=CC1C=O,0.1938
OCC1CC=CC11CO1,0.2523
CCC1CC(=O)C1CO,0.219
CC1OC1C1(C)CN1,0.3185
CCOc1c(onn1)C,0.1964
CC(C)(O)C1(C)CCO1,0.3203
CC1CC2(CC1C2)C=O,0.2214
CCC12OC1CC21CN1,0.299
COC1CC1(O)CC=O,0.2121
OC1C2OC2CNC1=O,0.2777
NC1(C=CCC1O)C#N,0.2487
CC1=COC(=O)NC1=N,0.2147
CC1=CC2(O)C3OC2C13,0.221
C1CC2NCCN=C2O1,0.2571
CC(C)(O)C1NCC1=O,0.2173
C(C#N)OCC(=O)N,0.261
CC1=CCC2CC1(C)C2,0.2492
O=CC1CC11C2CC1O2,0.2252
Cc1cc(=O)oc(n1)F,0.2011
CC1CC11COC(=N)C1,0.2858
CC1CC23CC(C2)N13,0.2871
c1c(nc(o1)N2CC2)N,0.2139
CC1CC2CC2C11CO1,0.3275
Cc1[nH]cc(n1)CC#N,0.2476
CC(C)C1(C)OC1(C)C,0.3276
CC(=NCC#C)NC=O,0.2302
Cc1cnc(cc1F)N,0.2049
CC1(CC2CN1C2)C=O,0.2151
CCC1=NC(C)CCO1,0.2677
CCC(O)CC(C)(C)C,0.3228
CC(O)COCC1CN1,0.3204
CC1CC2(CO)CC12O,0.3128
CC12CC3(O)C1NC23,0.2945
CC12OC1C1(CN1)C=C2,0.2346
CN(CC1CCC1)C=O,0.2713
CC1C2OC(OC12)C#C,0.2752
CC(C(N)=O)C(=O)C#N,0.1776
COC1CCC2(CC2)O1,0.3236
OC1CC2C=CC1C2O,0.2564
COCC1(CN1)C#CC,0.2787
CC1CC2(C)NC12C#C,0.2485
CC1=C([N-]N=N1)[NH+]=CN,0.1337
NC(COC(N)=O)C#N,0.2968
N=C1OC(C#N)C2NC12,0.2644
CCCC1OCC(=O)O1,0.2763
CC1OC11COCC1O,0.2951
CN1C(CO)C1C=O,0.1947
O=C1CC2CC(C1)O2,0.2228
COC1C2NC2C11CC1,0.3004
CC1CCOCC1=NO,0.2499
CC(C)CC(O)CC#C,0.303
OCC1C2C3N2CC=C13,0.1674
O=CCC1CCOC1=O,0.2244
OCC1OC2C(O)C12O,0.2832
COc1nccnn1,0.1664
CCCC(O)C(=O)C#N,0.1915
CC1OC2C1C1CC21C,0.3113
CCC1(CCCC1)C#C,0.3122
CC1(CO)C2N1CC2=O,0.217
C1C2N1C1(CC1)C21CO1,0.3115
CC12CC(CC1)C2O,0.3146
CN1CC(O)(C#C)C1=O,0.2471
CCC1(C)CC2OC12C,0.3228
CC#CCO,0.2789
CC1C2CC1(C)N2C=O,0.2477
CCCC1(CN1)C(C)O,0.3121
c1conc-2cncc12,0.1244
c1cc(n(c1N)C=O)N,0.1552
CC1CC2(C1)OC2C#N,0.2855
CCCCC1(CC1)C#C,0.2958
N#CC12CNC3C1NC23,0.2598
CC(CC#C)C1CC1C,0.3108
COC(C)(CO)C#CC,0.2819
CC12CC3(CCC13)OC2,0.3
CCCCC(C#C)C#N,0.2983
CC12CC1C(CCO)O2,0.3107
CC12OC3C(O1)C3C2=O,0.202
CC(NC=O)C(C)=O,0.2204
CC1N2CC2COC1=O,0.242
CC1NC1(CC=O)C#N,0.2206
CC1(COC1)C#N,0.2909
C1C2(CCO2)C11CCO1,0.2651
CCC1C2N3CC2(C)C13,0.3143
CC12CC3C1N3C2CO,0.3132
OC1CC(=O)OC11CC1,0.2764
O=C1CCC11C2CC1O2,0.1953
C1COCC(=C1N)C=O,0.1821
CN1CC1(C#N)C1CC1,0.2668
c1cocc(c1=O)N,0.1786
CC1(O)C2NC(=N)C12O,0.2315
CC12CC(C1)C2C1CO1,0.3483
CC1C2CC1(O)C1CN21,0.2889
O1C2C1C1C3C4C2C4C13,0.2879
CC1C2C3C(N3C)C12O,0.2696
CN1C(=O)CCNC1=O,0.2482
CC#CC1COC1(C)C,0.2869
O=C1CNC(C#C)C1=O,0.1267
CC#CCCN=COC,0.2572
COC(=N)N1C=NC=N1,0.2386
OC1(CCC1C=O)C#N,0.2247
CCOCCC(=O)C#N,0.1811
CC12CC(CC1O)C2=O,0.2307
c1cnoc1NC2CC2,0.2245
OC1COCC=CC1O,0.2376
CNC(=N)c1cnco1,0.1915
NC1=NCC2(CO)OC12,0.2449
O=CC1(C#N)C2CC1C2,0.2165
C#Cc1ccno1,0.2043
CC1CC(C)(C)C11CO1,0.3283
ON=C1C2CC2C1C#C,0.2436
CC12CCCOC1C2O,0.3108
CCN=c1oc(no1)N,0.2522
CCC1OC(C)(C)C=C1,0.2483
CC1(O)CC2C3OC1C23,0.3005
CC1CC2CC(C#N)N12,0.2355
C1CN1C1C2CC1CC2,0.3255
OC12CC1OC(=N)C2,0.2705
CC12CN1C1CC2C1O,0.3217
CC1OC2C1NC2=N,0.253
CC1N2C(CC12C)C#C,0.2699
N=C1OCC2CC12C#C,0.2661
CCC1CC1C(C)O,0.3338
CCc1ncnc(n1)C,0.2188
CCn1ccc(=O)nn1,0.169
CCC1CC2CC2C1O,0.3218
CN1CC2C1C2(C)C#N,0.2564
CC12COC11CC(C1)O2,0.304
CC1=CCN2CC12C#N,0.2357
OC1CC2CC3CC2C13,0.3302
CC1OCC2CC(O)C12,0.3095
CCC(C)(C#C)C#N,0.2963
CC1OC(=N)C(O)C1C,0.2776
NC(=[NH2+])[C-](C#N)C#N,0.201
CCC1OCC2(C)NC12,0.3081
NC1CCC(=O)NC1=O,0.2241
CCC1=NC(C)CO1,0.2688
CN1CC23CN4C2C1C34,0.2908
OCCN1C2C3OC2C13,0.2856
CC1(C)CC=CC1C=O,0.2097
CC1=C2CN3C4C(C14)C23,0.1807
CC1CC(=O)C1(O)C#C,0.2023
O=CC1C2CC1(C2)C=O,0.2081
CC1(C)CC=CC2CC12,0.2453
CC12CN3CC1C23C=O,0.2083
Cc1cn(cc1OC)C,0.2362
Cc1ncncn1,0.2184
Cn1c(c[nH]c1=O)OC,0.2313
CCCC1(C)OCC1O,0.3068
C1CN=COCC(=O)N1,0.2409
CCC12C(C)C1C1CC21,0.2778
C#CC1=CCC=CC=C1,0.1804
COC1C2NC2C1C#N,0.2752
CC12C3CC1CCC23,0.3293
CC(C)OC(=O)CNC,0.2405
c1c(nnc(n1)O)C=O,0.1646
CC(C)(O)C(N)C#N,0.2837
c1c(cnc(c1O)N)F,0.1858
O=CC12OCC1C2C#N,0.2062
CC1C(O)C2NC(=O)C12,0.2669
CC1(OCC2NC12)C#N,0.2843
CCC1(CC)COC1=N,0.2916
CC(C=O)C#CCCO,0.2173
CCC1(C)CC1N1CC1,0.3212
CC1CCC2OC(=O)C12,0.2776
C#CC1C2CCC3C2N13,0.2566
O=C1C2NC2CC11CN1,0.2131
O=CC1=CCCC1C#N,0.1921
O=CCC12C3C4C1N4C23,0.1922
CN1C(=O)CCCC1=O,0.2352
c1c(nc(c(n1)O)N)N,0.1678
CC12CC1(O)CC1CN21,0.2914
CCC1=CNCCC1=O,0.1815
OCCC1OCC1C=O,0.2163
CC1(O)C2COC1CO2,0.3184
CN1C(=O)C=C(N)C1=N,0.172
C1CC2OCCN=C2N1,0.2499
Cc1nc(=O)ccn1C,0.2047
OC12CC3C(C1)C3C2,0.3261
CC1C2OCC(O2)C1=O,0.2149
OC1(C#N)C2NC2C1=O,0.201
OC1C(CC#N)OC1=O,0.2615
CC1(C)OC2CC1C2O,0.2983
CNC(=O)CC1CCO1,0.2716
CC1CCC2(OC12)C#C,0.2773
CC#CC12CC1CCO2,0.2619
CC(C)N1C=COC1=N,0.2179
ON=C1C2CC1CC2,0.2623
CC1OC(=N)N2CC12,0.2843
CC(C)C(=O)CC(=O)N,0.2142
Cn1c(cnc1O)OC,0.2467
Cc1c[nH]nc1C(C)C,0.2572
CC(C=O)C1CC(=O)O1,0.2226
OCC1(CC(=O)N1)C#C,0.2704
OCC#CC1C2CCC12,0.2692
CC1C=CC2OC2C1C,0.241
N=C1OCC2CC(=O)N12,0.247
OCC(O)C1CCC=C1,0.2565
CC(O)C(=O)OC(C)=N,0.2525
CC(C)C1=CCOC1,0.2491
NC1CC2CN2C1C#N,0.2552
OC1CNCC(=O)C1O,0.188
C1CC1C#CC#CC=O,0.1709
O=C1NC2CC1C1OC21,0.2578
COC=NC(C)C(C)=O,0.214
CCC1CC1C#N,0.3173
CC12C3C4C1C2(O)CN34,0.2863
CC1C=C(C)CC1C=O,0.2136
CC1CCC1(O)CC=O,0.2175
OC12CC1C(C2)C=O,0.2238
