smiles,heat_capacity
O=C1C=C(C#C)C2CC12,29.038
O=C1C=C(C#C)C2CN12,28.001
O=C1C=C(C#C)C2NC12,28.332
O=C1C=C(C#C)C2OC12,27.611
O=C1C=C(C#N)C2CC12,26.994
O=C1C=C(C#N)C2NC12,26.308
O=C1C=C(C#N)C2OC12,25.596
O=C1C=C2C3C4C(C13)N24,24.268
O=C1C=C2C3C4C1C2N34,23.974
O=C1C=C2C3C4C2C1N34,24.34
O=C1C=C2C3C4C3C1C24,25.008
O=C1C=C2C3C4C3N1C24,27.237
O=C1C=C2C=CC3C1C23,25.778
O=C1C=C2C=CC3C2N13,25.382
O=C1C=C2CC3CC1C23,26.777
O=C1C=C2CC3CN1C23,25.943
O=C1C=C2CC3OC1C23,25.326
O=C1C=C2CN3CC1C23,25.856
O=C1C=C2NC3CC1C23,26.36
O=C1C=C2NC3CN1C23,25.65
O=C1C=C2CCC3C1C23,26.821
O=C1C=C2CCC3C2N13,26.139
O=C1C=C2CCN3C1C23,26.15
O=C1C=C2COC3C1C23,25.397
O=C1C=C2NCC3C1C23,26.052
O=C1C=C2NCC3C2N13,25.414
C1CC12C(=O)C=CC2=O,28.066
O=C1C=CC(=O)C11CN1,27.114
O=C1C=CC(=O)C11CO1,26.542
O=C1C=CC(=O)C1C#C,28.5
O=C1C=CC(=O)C2CC12,27.39
O=C1C=CC(=O)C2NC12,26.696
O=C1C=CC(=O)C2OC12,25.969
O=C1C=CC(C#C)C1=O,28.617
O=C1C=CC(C#N)C1=O,26.592
N=C1C=CC2(CN12)C#N,27.167
O=C1C=CC2(CC12)C#C,29.43
O=C1C=CC2(CC12)C#N,27.245
O=C1C=CC2(CN12)C#C,28.407
O=C1C=CC2(CN12)C#N,26.343
O=C1C=CC2(NC12)C#C,28.695
O=C1C=CC2(NC12)C#N,26.599
O=C1C=CC2(OC12)C#C,28.035
O=C1C=CC2(OC12)C#N,25.99
C1CC12C=CC(=O)C2=O,28.381
O=C1C=CC2(CN2)C1=O,27.511
O=C1C=CC2(CO2)C1=O,26.777
O=C1C=CC23CC(C2)C13,26.993
O=C1C=CC23CC(O2)C13,26.104
O=C1C=CC23CN(C2)C13,26.373
O=C1C=CC23CC12CC3,27.984
O=C1C=CC23CC12CO3,26.443
O=C1C=CC23CC12OC3,26.451
O=C1C=CC23CCC12N3,27.358
O=C1C=CC23CCC12O3,26.827
O=C1C=CC2=CCCC12,27.7
C1CN2C(=C1)C=CC2=O,26.935
O=C1C=CC2=CCOC12,26.23
C1CN2C(=N1)C=CC2=O,25.826
N=C1C=CC2C(C#N)N12,26.689
O=C1C=CC2C(C#C)C12,28.897
O=C1C=CC2C(C#C)N12,27.911
O=C1C=CC2C(C#N)C12,26.802
O=C1C=CC2C3CC12C3,26.881
O=C1C=CC2C3CC12N3,26.404
O=C1C=CC2C3CC12O3,26.112
O=C1C=CC2N3CC12C3,26.261
O=C1C=CC2C3C1CN23,26.198
O=C1C=CC2C3CC1C23,27.017
O=C1C=CC2C3CC1N23,26.232
O=C1C=CC2C3CN1C23,26.228
O=C1C=CC2C3OC1C23,25.565
O=C1C=CN2C3CC1C23,26.267
O=C1C=CC2C3CC2C13,26.396
O=C1C=CC2C3CN2C13,25.729
O=C1C=CC2C3OC2C13,25.472
O=C1C=CC2C1C1CN21,26.437
O=C1C=CC2C3CC3C12,27.283
O=C1C=CC2C3CC3N12,26.179
O=C1C=CC2C3CN3C12,26.448
O=C1C=CC2C3NC3C12,26.561
O=C1C=CC2C3OC3C12,25.783
O=C1C=CC2C=CCC12,27.36
O=C1C=CC2C=CCN12,26.31
O=C1C=CC2N=CNC12,25.871
O=C1C=CC2N=COC12,24.623
O=C1C=CC2CC12C#C,29.404
O=C1C=CC2CC12C#N,27.206
O=C1C=CC2NC12C#C,28.687
O=C1C=CC2NC12C#N,26.562
O=C1C=CC2OC12C#C,28.026
O=C1C=CC2OC12C#N,25.959
O=C1C=CN2CC12C#C,28.43
O=C1C=CN2CC12C#N,26.353
O=C1C=CC2CC1C=C2,27.167
O=C1C=CC2OC1C=C2,25.959
N=C1N2CC2C=CC1=O,27.119
O=C1C=CC2CC2C1=O,27.544
O=C1C=CC2CN2C1=O,26.575
O=C1C=CC2NC2C1=O,26.856
O=C1C=CC2OC2C1=O,26.114
O=C1C=CC2CC2C=C1,28.563
O=C1C=CC2CN2C=C1,27.877
O=C1C=CC2NC2C=C1,27.809
O=C1C=CC2OC2C=C1,27.086
O=C1C=CC2CC3C1N23,26.224
O=C1C=CC2CC3C2C13,26.966
O=C1C=CC2CC3C2N13,26.162
O=C1C=CC2CN3C2C13,26.187
O=C1C=CC2OC3C2C13,25.615
O=C1C=CN2CC3C2C13,26.289
O=C1C=CC2CC=CC12,27.387
O=C1C=CC2CC=CN12,26.609
O=C1C=CC2CN=CN12,25.381
O=C1C=CC2NC=NC12,26.053
O=C1C=CC2OC=NC12,24.667
O=C1C=CC2CC1CO2,27.123
O=C1C=CC2CCC1C2,28.615
O=C1C=CC2CCC1O2,27.267
O=C1C=CC2COC1C2,27.103
O=C1C=CC2COC1O2,25.704
O=C1C=CC2OCC1O2,25.706
O=C1C=CC2CCC=C12,27.634
O=C1C=CC2CNC=C12,27.142
O=C1C=CC2OCC=C12,26.143
O=C1C=CN2CCN=C12,26.181
O=C1C=CC2CCCC12,28.939
O=C1C=CC2CCCN12,27.9
O=C1C=CC2CCOC12,27.371
O=C1C=CC2COCC12,27.117
O=C1C=CC2OCCC12,27.307
O=C1C=CC2OCOC12,25.727
O=C1C=CC=CC2CC12,28.606
O=C1C=CC=CC2CN12,27.82
O=C1C=CC=CC2NC12,27.814
O=C1C=CC=CC2OC12,27.041
C1CC2(C1)CC=CC2=O,30.274
O=C1C=CCC11CCO1,28.801
C1C=CC(=O)C12COC2,28.503
C1CC2(C1)C(=O)C=CN2,30.185
C1C2(CO1)C(=O)C=CN2,28.466
O=C1C=CCC1C1CC1,30.977
O=C1C=CCC1C1CO1,29.202
O=C1C=CCC1N1CC1,29.966
C1CC1N2CC=CC2=O,30.023
O=C1C=CCC1CC#C,31.569
O=C1C=CCC1CC#N,29.426
C#CCN1CC=CC1=O,30.453
C1C=CC(=O)N1CC#N,28.398
O=C1C=CCC2CC1C2,29.292
O=C1C=CCC2CC1O2,27.838
O=C1C=CCN2CC1C2,28.457
O=C1C=CNC2CC1C2,29.523
O=C1C=CCC2CCC12,29.604
O=C1C=CCC2CCN12,28.688
O=C1C=CCC2COC12,27.921
O=C1C=CCC2OCC12,27.85
O=C1C=CCN2CCC12,28.749
O=C1C=CNC2CCC12,29.471
O=C1C=CNC2CNC12,28.801
O=C1C=CNC2COC12,27.856
C1C=CC(=O)C(=O)C=C1,28.169
C1C=CC=CC(=O)C=C1,29.337
C1CC2(CC2)C(=O)C=C1,30.774
O=C1C=CCCC11CN1,29.792
O=C1C=CCCC11CO1,29.228
C1CC12C(=O)C=CCN2,30.441
C1CC12C(=O)C=CCO2,29.539
C1CC12CNC=CC2=O,30.354
O=C1C=CNCC11CN1,29.3
O=C1C=CNCC11CO1,28.979
O=C1C=CCCC1C#C,31.255
O=C1C=CCCC1C#N,29.173
O=C1C=CCNC1C#C,30.65
O=C1C=CCNC1C#N,28.642
O=C1C=CCOC1C#C,29.836
O=C1C=CCOC1C#N,27.833
O=C1C=CNCC1C#C,30.886
O=C1C=CNCC1C#N,28.841
O=C1C=CCCC2CC12,30.286
O=C1C=CCCC2CN12,29.285
O=C1C=CCCC2NC12,29.475
O=C1C=CCCC2OC12,28.752
O=C1C=CCCN2CC12,29.483
O=C1C=CCOC2CC12,28.88
O=C1C=CNCC2CC12,29.956
O=C1C=CNCC2CN12,29.006
O=C1C=CNCC2NC12,29.334
O=C1C=CNCC2OC12,28.508
C1CC=CC(=O)C=CC1,31.27
C1CNC=CC(=O)C=C1,30.928
C1C=CC(=O)C=CCO1,29.774
N=C1NC(=N)C(=O)C=C1,27.432
N=C1NC(=O)C(=O)C=C1,26.751
N=C1NC(=O)C=CC1=O,26.807
N=C1OC(=O)C(=O)C=C1,25.918
N=C1OC(=O)C=CC1=O,25.932
C1=CC(=O)NC(=O)C1=O,25.893
N=C1NC(=N)C(=C1)C#N,27.786
N=C1NC(=O)C(=C1)C#C,28.81
N=C1NC(=O)C(=C1)C#N,26.684
N=C1NC(=O)C=C1C#C,28.785
N=C1NC(=O)C=C1C#N,26.72
N=C1OC(=O)C(=C1)C#C,27.341
N=C1OC(=O)C(=C1)C#N,25.291
N=C1OC(=O)C=C1C#C,27.298
N=C1OC(=O)C=C1C#N,25.332
C#CC1=CC(=O)CC1=O,28.713
C#CC1=CC(=O)NC1=O,27.829
N=C1CC(=O)C2(CC2)O1,29.6
N=C1CC2(CC2)C(=O)N1,29.941
N=C1CC2(CC2)C(=O)O1,28.849
N=C1CC2(CN2)C(=O)N1,29.102
N=C1CC2(CN2)C(=O)O1,28.036
N=C1CC2(CO2)C(=O)N1,28.393
N=C1CC2(CO2)C(=O)O1,27.335
N=C1NC(=N)C2(CC2)O1,29.822
N=C1NC(=O)C2(CC2)N1,30.137
N=C1NC(=O)C2(CC2)O1,28.617
N=C1NC(=O)CC11CC1,29.96
N=C1NC(=O)CC11CN1,28.97
N=C1NC(=O)CC11CO1,28.437
N=C1NC(=O)NC11CC1,30.171
N=C1NC(=O)OC11CC1,28.426
N=C1OC(=O)CC11CC1,28.9
N=C1OC(=O)CC11CN1,27.917
N=C1OC(=O)CC11CO1,27.396
N=C1OC(=O)NC11CC1,28.926
N=C1OC(=O)OC11CC1,27.116
C1CC12CC(=O)CC2=O,30.477
C1CC12C(=O)CC(=O)N2,30.062
C1CC12C(=O)CC(=O)O2,28.63
O=C1CC(=O)C2(CN2)C1,29.496
O=C1CC(=O)C2(CO2)C1,28.981
C1CC12CC(=O)NC2=O,28.933
O=C1CC2(CN2)C(=O)N1,28.113
O=C1CC2(CO2)C(=O)N1,27.411
N=C1NC(=N)C2CC1O2,27.685
N=C1NC(=O)C2CC1C2,27.88
N=C1NC(=O)C2CC1N2,27.323
N=C1NC(=O)C2CC1O2,26.646
N=C1OC(=O)C2CC1C2,26.961
N=C1OC(=O)C2CC1N2,26.395
N=C1OC(=O)C2CC1O2,25.695
O=C1CC(=O)C2CC1C2,28.552
O=C1[CH-]C(=O)C2CC1[NH2+]2,27.486
O=C1NC(=O)C2CC1C2,26.928
O=C1NC(=O)C2CC1N2,26.394
O=C1NC(=O)C2CC1O2,25.719
N=C1NC(=O)C2CCC12,28.481
N=C1NC(=O)C2CCN12,27.62
N=C1NC(=O)C2CNC12,27.742
N=C1NC(=O)C2COC12,26.747
N=C1NC(=O)C2OCC12,26.772
N=C1NC(=O)N2CCC12,27.545
N=C1OC(=O)C2CCC12,27.446
N=C1OC(=O)C2CNC12,26.678
N=C1OC(=O)C2COC12,25.709
N=C1OC(=O)C2NCC12,26.712
N=C1OC(=O)C2OCC12,25.765
N=C1OC(=O)N2CCC12,26.331
O=C1CC(=O)C2CCC12,29.104
O=C1CC(=O)C2OCC12,27.336
O=C1CC(=O)N2CCC12,27.78
O=C1NC(=O)C2CCC12,27.479
O=C1NC(=O)C2OCC12,25.775
O=C1NC(=O)N2CCC12,26.46
N=C1CC(=N)NC(=O)N1,28.781
N=C1CC(=N)OC(=O)N1,27.715
N=C1CC(=O)CC(=O)N1,28.827
N=C1CC(=O)NC(=O)N1,27.826
N=C1CC(=O)NC(=O)O1,26.759
C1C(=O)CC(=O)NC1=O,27.894
N=C1NC(=CC1=O)C#C,29.181
N=C1NC(=CC1=O)C#N,27.272
C#CC1=CC(=O)C(=O)C1,28.678
C1C(=CC(=O)C1=O)C#N,26.733
C#CC1=CC(=O)C(=O)N1,28.4
N=C1CC(=O)C(N1)C#N,29.078
N=C1CC(=O)C(O1)C#C,29.656
N=C1CC(C#C)C(=O)N1,30.207
N=C1CC(C#C)C(=O)O1,29.114
N=C1CC(C#N)C(=O)N1,28.133
N=C1NC(=N)C(O1)C#C,29.688
N=C1NC(=O)C(O1)C#C,28.515
N=C1NC(=O)CC1C#C,30.225
N=C1NC(=O)CC1C#N,28.149
N=C1NC(=O)NC1C#C,29.899
N=C1NC(=O)OC1C#C,28.473
N=C1NC(C#C)C(=O)N1,29.961
N=C1NC(=[NH2+])N[C-]1C#N,31.55
N=C1OC(=O)CC1C#C,29.038
N=C1OC(=O)CC1C#N,27.115
N=C1OC(=O)NC1C#C,28.524
N=C1OC(=O)OC1C#C,27.111
O=C1CC(=O)C(N1)C#C,29.977
O=C1CC(C#C)C(=O)C1,30.774
O=C1CC(C#C)C(=O)N1,29.188
N=C1NC(C#C)C11CN1,31.742
N=C1NC(C#C)C11CO1,31.103
N=C1NC(C#N)C11CN1,29.706
N=C1NC(C#N)C11CO1,29.078
N=C1OC(C#C)C11CC1,31.177
N=C1OC(C#C)C11CN1,30.238
N=C1OC(C#C)C11CO1,29.536
N=C1OC(C#N)C11CC1,29.197
N=C1OC(C#N)C11CN1,28.26
N=C1OC(C#N)C11CO1,27.571
O=C1CC(C#C)C11CC1,32.417
O=C1CC(C#C)C11CN1,31.441
O=C1CC(C#C)C11CO1,30.78
O=C1CC(C#N)C11CC1,30.265
O=C1CC(C#N)C11CN1,29.303
O=C1CC(C#N)C11CO1,28.657
O=C1NC(C#C)C11CC1,31.745
O=C1NC(C#C)C11CN1,30.826
O=C1NC(C#C)C11CO1,30.088
O=C1OC(C#C)C11CC1,30.058
O=C1OC(C#C)C11CN1,29.132
O=C1OC(C#C)C11CO1,28.45
O=C1OC(C#N)C11CC1,28.076
O=C1OC(C#N)C11CN1,27.164
O=C1OC(C#N)C11CO1,26.495
N=C1NC(C#C)C1C#N,30.782
N=C1NC(C#N)C1C#C,30.855
N=C1NC(C#N)C1C#N,28.844
N=C1OC(C#C)C1C#C,31.243
N=C1OC(C#C)C1C#N,29.156
N=C1OC(C#N)C1C#C,29.25
N=C1OC(C#N)C1C#N,27.285
O=C1CC(C#C)C1C#C,32.607
O=C1CC(C#C)C1C#N,30.459
O=C1CC(C#N)C1C#C,30.484
O=C1CC(C#N)C1C#N,28.472
O=C1NC(C#C)C1C#C,31.841
O=C1OC(C#C)C1C#C,30.175
O=C1OC(C#C)C1C#N,28.093
O=C1OC(C#N)C1C#C,28.18
N=C1NC(C#C)C2OC12,29.651
N=C1NC(C#N)C2OC12,27.698
N=C1OC(C#C)C2CC12,29.708
N=C1OC(C#C)C2CN12,28.736
N=C1OC(C#C)C2NC12,28.936
N=C1OC(C#C)C2OC12,28.128
N=C1OC(C#N)C2CC12,27.728
N=C1OC(C#N)C2CN12,26.789
N=C1OC(C#N)C2NC12,26.948
N=C1OC(C#N)C2OC12,26.155
O=C1CC(C#C)C2CC12,30.785
O=C1CC(C#C)C2CN12,29.89
O=C1CC(C#C)C2NC12,30.04
O=C1CC(C#C)C2OC12,29.233
O=C1CC(C#C)N2CC12,29.945
O=C1CC(C#N)C2CC12,28.689
O=C1CC(C#N)C2CN12,27.809
O=C1CC(C#N)C2NC12,27.952
O=C1CC(C#N)C2OC12,27.153
O=C1CC(C#N)N2CC12,27.909
O=C1NC(C#C)C2CC12,30.117
O=C1NC(C#C)C2CN12,29.175
O=C1NC(C#C)C2NC12,29.35
O=C1NC(C#C)C2OC12,28.555
O=C1NC(C#N)C2CN12,27.219
O=C1OC(C#C)C2CC12,28.702
O=C1OC(C#C)C2CN12,27.692
O=C1OC(C#C)C2NC12,27.97
O=C1OC(C#C)C2OC12,27.174
O=C1OC(C#N)C2CC12,26.737
O=C1OC(C#N)C2CN12,25.754
O=C1OC(C#N)C2NC12,25.996
O=C1OC(C#N)C2OC12,25.216
N=C1CC(N1)(C#C)C#C,33.352
N=C1CC(N1)(C#C)C#N,31.277
N=C1CC(N1)(C#N)C#N,29.422
N=C1CC(O1)(C#C)C#C,31.858
N=C1CC(O1)(C#C)C#N,29.854
N=C1CC(O1)(C#N)C#N,27.993
C#CC1(CC(=O)C1)C#C,33.305
C#CC1(CC(=O)C1)C#N,31.156
C1C(=O)CC1(C#N)C#N,29.171
C#CC1(CC(=O)N1)C#C,32.49
C#CC1(CC(=O)O1)C#C,30.803
O=C1CC(O1)(C#C)C#N,28.807
C1C(=O)OC1(C#N)C#N,26.95
N=C1CC(O1)C#CC#C,30.454
N=C1CC(O1)C#CC#N,28.244
C#CC#CC1CC(=O)C1,31.938
C1C(CC1=O)C#CC#N,29.618
O=C1CC(N1)C#CC#C,31.023
O=C1CC(N1)C#CC#N,28.819
O=C1CC(O1)C#CC#C,29.397
O=C1CC(O1)C#CC#N,27.209
N=C1CC(O1)C1CCC1,31.647
N=C1CC(O1)C1CCO1,29.718
N=C1CC(O1)C1COC1,29.79
C1CC(C1)C2CC(=O)C2,33.047
O=C1CC(C1)C1CCO1,31.118
C1C(CC1=O)C2COC2,31.22
O=C1CC(N1)C1CCC1,32.235
O=C1CC(N1)C1CCO1,30.339
O=C1CC(N1)C1COC1,30.358
O=C1CC(O1)C1CCC1,30.635
O=C1CC(O1)C1CCO1,28.682
O=C1CC(O1)C1COC1,28.776
C1CC(C1)N2CC(=O)C2,31.996
C1C(CO1)N2CC(=O)C2,30.187
N=C1OC(C=C1)C1CC1,29.9
N=C1OC(C=C1)C1CN1,28.837
N=C1OC(C=C1)C1CO1,28.337
O=C1CC(C=C1)C1CC1,31.066
O=C1CC(C=C1)C1CO1,29.285
O=C1CC(C=C1)N1CC1,30.082
O=C1NC(C=C1)C1CC1,30.696
O=C1NC(C=C1)C1CN1,29.701
O=C1OC(C=C1)C1CC1,28.913
N=C1OC(CC#C)C=C1,30.635
N=C1OC(CC#N)C=C1,28.552
O=C1CC(CC#C)C=C1,31.552
O=C1CC(CC#N)C=C1,29.474
O=C1NC(CC#C)C=C1,31.132
O=C1NC(CC#N)C=C1,29.085
O=C1OC(CC#C)C=C1,29.523
N=C1NC(CC1=O)C#C,30.435
N=C1NC(CC1=O)C#N,28.523
N=C1OC(CC1=O)C#C,29.357
N=C1OC(CC1=O)C#N,27.443
N=C1OC(OC1=N)C#C,28.284
N=C1OC(OC1=O)C#C,27.314
C#CC1CC(=O)C(=O)C1,30.619
C1C(CC(=O)C1=O)C#N,28.558
O=C1CC(NC1=O)C#C,29.777
O=C1CC(OC1=O)C#C,28.466
O=C1CC(OC1=O)C#N,26.569
C#CC1OC(=O)C(=O)O1,26.383
N=C1CC(CC2CC2)O1,32.605
N=C1CC(CC2CO2)O1,30.876
N=C1CC(CN2CC2)O1,31.519
C1CC1OC2CC(=O)C2,32.654
C1CC1CC2CC(=O)C2,34.034
O=C1CC(CC2CC2)N1,33.197
O=C1CC(CC2CC2)O1,31.586
O=C1CC(CC2CO2)C1,32.259
O=C1CC(CC2CO2)N1,31.211
O=C1CC(CC2CO2)O1,29.857
C1CN1CC2CC(=O)C2,32.924
O=C1CC(CN2CC2)N1,31.98
O=C1CC(CN2CC2)O1,30.506
C1CC1CN2CC(=O)C2,32.862
O=C1CN(CC2CN2)C1,31.813
O=C1CN(CC2CO2)C1,31.14
N=C1OC(CC=C1)C#C,30.256
N=C1OC(CC=C1)C#N,28.306
O=C1CC(CC=C1)C#C,31.159
O=C1CC(CC=C1)C#N,29.093
O=C1CC(NC=C1)C#C,30.916
O=C1CC(NC=C1)C#N,28.881
O=C1NC(CC=C1)C#C,30.446
O=C1OC(CC=C1)C#C,29.373
O=C1OC(CC=C1)C#N,27.436
N=C1CC(CCC#C)O1,33.227
N=C1CC(CCC#N)O1,31.106
C1C(CC1=O)NCC#N,31.99
C#CCOC1CC(=O)C1,33.117
C1C(CC1=O)OCC#N,31.074
C#CCCC1CC(=O)C1,34.658
O=C1CC(CCC#C)N1,33.787
O=C1CC(CCC#C)O1,32.208
C1C(CC1=O)CCC#N,32.531
O=C1CC(CCC#N)N1,31.658
O=C1CC(CCC#N)O1,30.091
C#CCCN1CC(=O)C1,33.502
C1C(=O)CN1CCC#N,31.418
N=C1CC2(O1)C1CC2C1,28.693
N=C1CC2(O1)C1CC2N1,28.066
N=C1CC2(O1)C1CC2O1,27.695
O=C1CC2(C1)C1CC2C1,30.039
O=C1CC2(C1)C1CC2O1,29.1
O=C1CC2(C1)C1CN2C1,29.293
O=C1CC2(N1)C1CC2C1,29.281
O=C1CC2(N1)C1CC2O1,28.17
O=C1CC2(O1)C1CC2C1,27.693
O=C1CC2(O1)C1CC2N1,27.065
O=C1CC2(O1)C1CC2O1,26.694
N=C1CC2(O1)C1CCC21,29.696
N=C1CC2(O1)C1COC21,28.113
O=C1CC2(C1)C1CCC21,30.859
O=C1CC2(C1)C1CCN21,30.08
O=C1CC2(C1)C1COC21,29.276
O=C1CC2(N1)C1CCC21,30.43
O=C1CC2(N1)C1COC21,28.85
O=C1CC2(O1)C1CCC21,28.685
O=C1CC2(O1)C1COC21,27.09
N=C1CC2(CC=CC2)O1,29.828
C1C=CCC12CC(=O)C2,30.974
C1C(=O)CC12CN=CO2,28.388
O=C1CC2(CC=CC2)N1,30.406
O=C1CC2(CC=CC2)O1,28.796
N=C1CC2(CCC=C2)O1,29.818
C1CC2(CC(=O)C2)C=C1,31.095
C1C(=O)CC12COC=N2,28.315
C1C=CC2(O1)CC(=O)C2,29.829
O=C1CC2(CCC=C2)N1,30.385
O=C1CC2(CCC=C2)O1,28.86
N=C1CC2(CCCC2)O1,31.4
N=C1CC2(CCOC2)O1,29.644
C1CCC2(C1)CC(=O)C2,32.643
C1CC2(CC(=O)C2)OC1,31.198
C1COCC12CC(=O)C2,30.955
C1C(=O)CC12COCO2,29.454
C1CCC2(C1)CC(=O)N2,32.045
C1CCC2(C1)CC(=O)O2,30.394
O=C1CC2(CCOC2)N1,30.269
O=C1CC2(CCOC2)O1,28.726
N=C1OC2(CC#C)CC12,31.068
N=C1OC2(CC#N)CC12,29.032
O=C1CC2(CC#C)CC12,32
O=C1CC2(CC#C)CN12,31.129
O=C1CC2(CC#C)NC12,31.365
O=C1CC2(CC#C)OC12,30.679
O=C1CC2(CC#N)CC12,29.904
O=C1CC2(CC#N)CN12,29.061
O=C1CC2(CC#N)NC12,29.31
O=C1CC2(CC#N)OC12,28.627
O=C1NC2(CC#C)CC12,31.143
O=C1NC2(CC#N)CC12,29.066
O=C1OC2(CC#C)CC12,30.018
O=C1OC2(CC#N)CC12,27.991
N=C1OC2(CC12)C1CC1,30.559
N=C1OC2(CC12)C1CN1,29.5
N=C1OC2(CC12)C1CO1,28.792
O=C1CC2(CC12)C1CC1,31.454
O=C1CC2(CC12)C1CO1,29.609
O=C1CC2(CC12)N1CC1,30.561
O=C1CC2(CN12)C1CC1,30.584
O=C1CC2(CN12)C1CN1,29.617
O=C1CC2(CN12)C1CO1,28.734
O=C1CC2(NC12)C1CC1,30.833
O=C1CC2(NC12)C1CN1,29.805
O=C1CC2(NC12)C1CO1,28.937
O=C1CC2(OC12)C1CC1,30.115
O=C1CC2(OC12)C1CN1,28.966
O=C1CC2(OC12)C1CO1,28.282
O=C1NC2(CC12)C1CC1,30.59
O=C1NC2(CC12)C1CN1,29.621
O=C1NC2(CC12)C1CO1,28.791
O=C1OC2(CC12)C1CC1,29.499
O=C1OC2(CC12)C1CN1,28.454
O=C1OC2(CC12)C1CO1,27.757
N=C1OC2(CC1C2)C#C,29.264
N=C1OC2(CC1C2)C#N,27.29
O=C1CC2(CC1C2)C#C,30.261
O=C1CC2(CC1C2)C#N,28.152
O=C1CC2(CC1N2)C#C,29.646
O=C1CC2(CC1N2)C#N,27.595
O=C1CC2(CC1O2)C#C,29.051
O=C1CC2(CC1O2)C#N,27.047
O=C1NC2(CC1C2)C#C,29.683
O=C1OC2(CC1C2)C#C,28.279
O=C1OC2(CC1C2)C#N,26.321
N=C1NC2(CC2)C11CO1,31.1
N=C1OC2(CC2)C11CC1,31.363
N=C1OC2(CC2)C11CN1,30.365
N=C1OC2(CC2)C11CO1,29.658
C1CC12CC(=O)C23CC3,32.331
O=C1CC2(CC2)C11CN1,31.277
O=C1CC2(CC2)C11CO1,30.627
O=C1CC2(CN2)C11CC1,31.384
O=C1CC2(CN2)C11CN1,30.37
O=C1CC2(CN2)C11CO1,29.703
O=C1CC2(CO2)C11CC1,30.685
O=C1CC2(CO2)C11CN1,29.678
O=C1CC2(CO2)C11CO1,29
C1CC12C(=O)NC23CC3,32.044
O=C1NC2(CC2)C11CN1,31.003
O=C1NC2(CC2)C11CO1,30.345
C1CC12C(=O)OC23CC3,30.252
O=C1OC2(CC2)C11CN1,29.273
O=C1OC2(CC2)C11CO1,28.578
N=C1OC2(CC2)C1C#C,31.428
N=C1OC2(CC2)C1C#N,29.358
O=C1CC2(CC2)C1C#C,32.518
O=C1CC2(CC2)C1C#N,30.41
O=C1CC2(CN2)C1C#C,31.714
O=C1CC2(CN2)C1C#N,29.588
O=C1CC2(CO2)C1C#C,30.998
O=C1NC2(CC2)C1C#C,32.091
O=C1OC2(CC2)C1C#C,30.362
O=C1OC2(CC2)C1C#N,28.304
N=C1OC2(CC2)C2CC12,29.817
N=C1OC2(CC2)C2CN12,28.879
N=C1OC2(CC2)C2NC12,29.032
N=C1OC2(CC2)C2OC12,28.228
O=C1CC2(CC2)C2CC12,30.663
O=C1CC2(CC2)C2CN12,29.795
O=C1CC2(CC2)C2NC12,29.93
O=C1CC2(CC2)C2OC12,29.143
O=C1CC2(CC2)N2CC12,29.886
O=C1CC2(CN2)C2CC12,29.711
O=C1CC2(CN2)C2CN12,28.842
O=C1CC2(CN2)C2NC12,28.963
O=C1CC2(CN2)C2OC12,28.192
O=C1CC2(CO2)C2CC12,29.041
O=C1CC2(CO2)C2CN12,28.171
O=C1CC2(CO2)C2NC12,28.282
O=C1CC2(CO2)C2OC12,27.497
O=C1NC2(CC2)C2CC12,30.311
O=C1NC2(CC2)C2CN12,29.431
O=C1NC2(CC2)C2NC12,29.539
O=C1NC2(CC2)C2OC12,28.754
O=C1OC2(CC2)C2CC12,28.812
O=C1OC2(CC2)C2CN12,27.837
O=C1OC2(CC2)C2NC12,28.056
O=C1OC2(CC2)C2OC12,27.265
N=C1NC2(CC2)CC1=O,30.902
N=C1OC2(CC2)CC1=O,29.397
C1CC12CC(=O)C(=O)C2,30.435
C1CC12CC(=O)C(=O)N2,29.902
C1CC12CC(=O)C(=O)O2,28.62
C1C(=O)C(=O)CC12CN2,29.528
C1C(=O)C(=O)CC12CO2,28.948
N=C1OC2(CC2)CC=C1,30.255
C1CC12CC=CC(=O)C2,30.977
C1CC12CC(=O)C=CN2,31.002
O=C1CC2(CN2)CC=C1,30.025
O=C1CC2(CO2)CC=C1,29.423
C1CC12CC=CC(=O)N2,30.681
C1CC12CC=CC(=O)O2,29.404
N=C1CC2(CC2C#C)O1,31.404
N=C1CC2(CC2C#N)O1,29.261
O=C1CC2(C1)NC2C#C,31.756
O=C1CC2(C1)NC2C#N,29.707
O=C1CC2(C1)OC2C#C,31.088
O=C1CC2(C1)OC2C#N,29.071
O=C1CC2(CC2C#C)C1,32.585
O=C1CC2(CC2C#C)N1,32.1
O=C1CC2(CC2C#C)O1,30.359
O=C1CC2(CC2C#N)C1,30.423
O=C1CC2(CC2C#N)N1,29.928
O=C1CC2(CC2C#N)O1,28.224
N=C1CC2(CC3CC23)O1,29.684
N=C1CC2(CC3NC23)O1,28.971
N=C1CC2(CC3OC23)O1,28.249
N=C1CC2(CN3CC23)O1,28.75
O=C1CC2(C1)OC1CC21,29.684
O=C1CC2(CC3CC23)C1,31.02
O=C1CC2(CC3CC23)N1,30.288
O=C1CC2(CC3CC23)O1,28.68
O=C1CC2(CC3CN23)C1,30.162
O=C1CC2(CC3NC23)C1,30.25
O=C1CC2(CC3NC23)N1,29.577
O=C1CC2(CC3NC23)O1,27.949
O=C1CC2(CC3OC23)C1,29.544
O=C1CC2(CC3OC23)N1,28.838
