smiles,u0_atom
[H]C([H])(C#N)C#CC([H])([H])C([H])([H])[H],0.235255237
[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])N([H])[H],-1.685196995
[H]C(C#N)=C([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.520767204
[H]C([H])=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.680979672
[H]C([H])=C(C#N)C([H])([H])C([H])([H])C([H])([H])[H],-0.511973637
[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.318019767
[H]N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.332600937
[H]C([H])=C1C([H])=C([H])C([H])([H])C1([H])C([H])([H])[H],-1.088625255
[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])[H],-1.154442413
[H]N([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],-0.99270359
[H]C([H])([H])C([H])([H])C([H])([H])C#CC#N,0.226596265
[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.329146321
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#N,-1.154262952
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.293478536
[H]C(=C([H])C([H])([H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],-1.656976824
[H]C([H])=C(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.654374646
[H]N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-2.289261213
[H]N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-2.292087717
[H]C1=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],-1.710142012
[H]N(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-2.290382842
[H]N(C([H])([H])[H])C([H])([H])C#CC([H])([H])C([H])([H])[H],-0.964976935
[H]N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.296663961
[H][C](C(=C([H])[N]N([H])[H])C([H])([H])[H])C([H])([H])[H],-0.451764621
[H]C(C(=NN([H])[H])C([H])([H])[H])=C([H])C([H])([H])[H],-0.46109657
[H][C]([N]N([H])[H])C([H])([H])C([H])=C([H])C([H])([H])[H],-0.421615249
[H]C([H])=C(C(=NN([H])[H])C([H])([H])[H])C([H])([H])[H],-0.431261253
[H][C]([N]N([H])[H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-0.420269294
[H]C([H])=C1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-1.701527906
[H][C]([N]N([H])[H])C([H])(C([H])=C([H])[H])C([H])([H])[H],-0.406630292
[H]C([N]N([H])[H])=C([H])[C](C([H])([H])[H])C([H])([H])[H],-0.456475461
[H][C]([N]N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.063007261
[H]N([H])N=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.076915454
[H][C]([N]N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.061840768
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],-0.63014841
[H]C([H])=C([H])C([H])([H])C(=NN([H])[H])C([H])([H])[H],-0.419820643
[H]C#CC([H])([H])C(=NN([H])[H])C([H])([H])[H],0.270025719
[H]N([H])N=C(C#CC([H])([H])[H])C([H])([H])[H],0.24279258
[H][C]([N]N([H])[H])C([H])([H])C#CC([H])([H])[H],0.277877118
[H][C](C([H])=C([H])[N]N([H])[H])C([H])([H])C([H])([H])[H],-0.445438637
[H][C]([H])C(=C([H])[N]N([H])[H])C([H])([H])C([H])([H])[H],-0.437497507
[H]C([H])=C1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-1.722749116
[H]C([H])=C([H])C(=NN([H])[H])C([H])([H])C([H])([H])[H],-0.430049895
[H][C]([N]N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.059732106
[H]N([H])N=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.067807831
[H][C](C#CC([H])([H])C([H])([H])[H])[N]N([H])[H],0.263340813
[H]N([H])N=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.074133816
[H][C]([N]N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.055380188
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],-1.62323824
[H]C([H])=C1C([H])=C([H])C([H])([H])C([H])=C1[H],-0.487522136
[H]C([H])=C([H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],-0.970674807
[H]C#CC([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],-0.275040843
[H]C(=C([H])C([H])([H])N1C([H])([H])C1([H])[H])C([H])([H])[H],-0.98274353
[H]C([H])=C(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],-0.983326776
[H]C([H])=C([H])C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],-0.977987825
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],-1.626019878
[H]C([H])([H])C(N1C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.621982016
[H]C#CC([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],-0.270958115
[H]C([H])([H])C#CC([H])([H])N1C([H])([H])C1([H])[H],-0.292986898
[H]C([H])([H])C([H])([H])C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],-1.629429629
[H]C([H])=C1C([H])=C([H])C([H])=C([H])C1([H])[H],-0.473030697
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.301554261
[H]C#CC(=C([H])[H])C([H])([H])C#N,0.844703272
[H]C([H])=C([H])C(=C([H])C([H])([H])[H])C([H])([H])N([H])[H],-1.052643415
[H]C#CC(=C([H])C([H])([H])[H])C([H])([H])N([H])[H],-0.34251801
[H]C([H])=C([H])C([H])(C([H])=C([H])C([H])([H])[H])N([H])[H],-1.035818988
[H]C#CC([H])(C([H])=C([H])C([H])([H])[H])N([H])[H],-0.327263863
[H]C(=C([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1.63476858
[H]C([H])=C([H])C([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H],-1.032274642
[H]C#CC([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H],-0.329821176
[H]C#CC(=C([H])C#N)C([H])([H])[H],0.815989583
[H]C([H])=C1C([H])=C([H])C(=C([H])[H])C1([H])[H],-0.473703674
[H]C#CC(=C([H])C([H])([H])N([H])[H])C([H])([H])[H],-0.349651567
[H]C([H])=C([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1.616014953
[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],-1.666263907
[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.973949963
[H]C([H])=C([H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.670750421
[H]C#CC([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.969687774
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-2.272212461
[H]C#CC([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-0.910062006
[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C#N,-0.502866014
[H]C#CC([H])(C([H])([H])[H])C([H])([H])C#N,0.203625315
[H]C([H])=C1C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H],-1.053585583
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C2([H])C1([H])[H],-1.672410431
[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-1.673397464
[H]C#CC([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.97148238
[H]C([H])=C([H])C([H])(C#CC([H])([H])[H])N([H])[H],-0.344357481
[H]C#CC([H])(C#CC([H])([H])[H])N([H])[H],0.36949173
[H]C([H])([H])C#CC([H])([H])N(C([H])([H])[H])C([H])([H])[H],-0.945281139
[H]N([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-2.326005761
[H]C([H])=C([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.679678583
[H]C#CC(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.971796436
[H]C([H])([H])N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-2.265213499
[H]C(=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.684120232
[H]C([H])=C1C([H])([H])C(=C([H])[H])C([H])([H])C1([H])[H],-1.060674274
[H]C([H])=C([H])C([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-1.668641759
[H]C#CC([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-0.971886166
[H]N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.327620906
[H]C([H])=C([H])C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.6703915
[H]C#CC([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-0.969328853
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.269744878
[H]C([H])=C(C#N)C([H])([H])C#N,1.266570164
[H]C([H])=C([H])C([H])(C#N)C#N,1.307352575
[H]C([H])=C1C([H])=C([H])C([H])([H])C([H])([H])C1([H])[H],-1.104193458
[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])=C([H])[H],-0.520363417
[H]C#CC([H])(C#N)C#N,2.042378131
[H]C(=C(C#N)C#N)C([H])([H])[H],1.258270114
[H]C(=C(C([H])([H])N([H])[H])C([H])([H])N([H])[H])C([H])([H])[H],-1.105090761
[H]C(=C([H])C([H])(N([H])[H])C([H])([H])N([H])[H])C([H])([H])[H],-1.106705906
[H]N=C([H])N([H])C([H])([H])C([H])=C([H])C([H])([H])[H],-0.52301046
[H]C([H])=C(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])N([H])[H],-1.105180491
[H]N=C([H])N([H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-0.519152059
[H]C(C#N)=C(C#N)C([H])([H])[H],1.241714878
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-1.724409126
[H]N=C([H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.170369537
[H]C([H])([H])C(C#N)(C#N)C([H])([H])[H],0.637964716
[H]N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],-1.735311354
[H]N([H])C([H])([H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.740111924
[H]N=C([H])N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.169203043
[H]C([H])([H])C([H])(C#N)C([H])([H])C#N,0.616474315
[H]N([H])C([H])([H])C([H])(C#CC([H])([H])[H])N([H])[H],-0.429197457
[H]N=C([H])N([H])C([H])([H])C#CC([H])([H])[H],0.170290517
[H]C([H])([H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-1.725216698
[H]C(=C(C#N)C([H])([H])C([H])([H])[H])N([H])[H],0.01200631
[H]N([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.747380077
[H]N=C([H])N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.167139247
[H]C([H])([H])C([H])([H])C([H])(C#N)C#N,0.638637693
[H]N([H])C([H])([H])C([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],-1.730151864
[H]N([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.743835731
[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.167318707
[H][C]([H])[N][N][C]([H])C([H])([H])C([H])=C([H])[H],0.214751869
[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])=C([H])[H],-0.37482091
[H]C1C(=C(C([H])([H])[H])C([H])([H])C=1[H])C([H])([H])[H],-1.1098016
[H][C]([H])[N][N]C([H])=C([H])[C]([H])C([H])([H])[H],0.174059189
[H][C]([H])[N]N([H])C([H])([H])C([H])=C([H])C([H])([H])[H],-0.374686314
[H][C]([H])[N][N]C([H])=C([C]([H])[H])C([H])([H])[H],0.178231647
[H][C]([H])[N]N([H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-0.384063128
[H][C]([H])[N][N]C(=C([H])[C]([H])[H])C([H])([H])[H],0.184737092
[H][C]([H])[N]N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.043715252
[H][C]([H])[N][N][C]([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.442567268
[H][C]([H])[N]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.029358408
[H][C]([H])[N][N][C]([H])C#CC([H])([H])[H],0.890375982
[H][C]([H])[N]N([H])C([H])([H])C#CC([H])([H])[H],0.30129672
[H]C1C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C=1[H],-1.086023077
[H]N(N=C(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.060225623
[H][C]([H])[N][N][C](C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.453200306
[H][C]([H])[N]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.031825991
[H]N([H])C([H])([H])C([H])(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.703681432
[H][C]([N]N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.041920647
[H][C]([H])[N][N][C]([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.438933192
[H]N=C(N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.18270745
[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.028371375
[H]C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],-1.63467885
[H]C([H])([H])C([H])(N1C([H])([H])C1([H])C([H])([H])[H])C([H])([H])[H],-1.647734605
[H]C1C([H])=C(C([H])([H])[H])C([H])([H])C=1C([H])([H])[H],-1.110070791
[H]C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])[H],-1.622565263
[H]C([H])=C([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])[H],-0.971931031
[H]C#CC([H])([H])N1C([H])([H])C([H])([H])C1([H])[H],-0.265888355
[H]C([H])([H])C([H])(N1C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],-1.631403695
[H]N(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-1.64620919
[H]C([H])=C([H])C([H])([H])N([H])C1([H])C([H])([H])C1([H])[H],-0.996203071
[H]C([H])=C(C#N)C1([H])C([H])([H])C1([H])[H],0.150504991
[H]C#CC([H])([H])N([H])C1([H])C([H])([H])C1([H])[H],-0.289397687
[H]N(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-1.653342747
[H]N([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-1.669583927
[H]C([H])=C1C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H],-1.10657131
[H]C([H])([H])C([H])(C#N)C1([H])C([H])([H])C1([H])[H],-0.490976752
[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-1.664424436
[H]N([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-1.663706594
[H]C([H])=C(C#N)C1([H])N([H])C1([H])[H],0.753043795
[H]N1C([H])([H])C1([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.074358141
[H]N1C([H])([H])C1([H])C([H])(C#N)C([H])([H])[H],0.107165268
[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])N([H])C1([H])[H],-1.0706792
[H]N1C([H])([H])C1([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-1.072518671
[H]N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.300701824
[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C([H])=C([H])[H],-0.99898471
[H]C([H])=C1C([H])=C([H])C(=C1[H])C([H])([H])[H],-0.477965862
[H]C#CC([H])([H])N([H])C([H])([H])C([H])=C([H])[H],-0.29204473
[H]C#CC([H])([H])N([H])C([H])([H])C#C[H],0.41682445
[H]C([H])=C([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.683043469
[H]C#CC([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.981307845
[H]N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-2.309809447
[H]C([H])=C([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.656931958
[H]C#CC([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.950664956
[H]C([H])=C(C([H])([H])[H])C([H])(C#N)C([H])([H])[H],-0.5081601
[H]C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])([H])N([H])[H],-1.0608986
[H]C#CC([H])=C(C([H])([H])[H])C([H])([H])N([H])[H],-0.353824025
[H]C1C(=C([H])C([H])([H])C=1C([H])([H])[H])C([H])([H])[H],-1.105853468
[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-2.325601975
[H]C([H])=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-1.679768314
[H]C([H])=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-1.670122309
[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.974981861
[H]C(=C([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.685645647
[H]N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-2.320397619
[H]C([H])=C(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-1.681203998
[H]N([H])C([H])(C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],-1.000465259
[H]C([H])=C([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-1.677255866
[H]C#CC([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-0.981532171
[H]C([H])=C([H])C([H])(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.645132427
[H]C1=C([H])C([H])([H])C(=C([H])C1([H])[H])C([H])([H])[H],-1.102488583
[H]C#CC([H])(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.945146544
[H]C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.269565418
[H]N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-2.307386729
[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.650336783
[H]C#CC([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.943755725
[H]N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.718486928
[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C#N,0.110126367
[H]C#CC([H])([H])N([H])C([H])([H])C#N,0.819847985
[H]N=C([H])N(C([H])=C([H])C([H])([H])[H])C([H])([H])[H],-0.516639611
[H]C([H])=C1C([H])([H])C([H])=C(C([H])([H])[H])C1([H])[H],-1.081446833
[H]N([H])C([H])([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.724453991
[H]N([H])C([H])([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-1.751283344
[H]N=C([H])N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.143226128
[H]N=C(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1.193071297
[H]N(C([H])([H])C#N)C([H])(C([H])([H])[H])C([H])([H])[H],-0.549436027
[H]N([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-1.738272454
[H]C(=C(C([H])([H])[H])C([H])([H])N([H])[H])C([H])([H])N([H])[H],-1.105674008
[H]N([H])C([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-1.746437909
[H]C(C#N)=C(N([H])[H])C([H])([H])C([H])([H])[H],-0.008766249
[H]C1C(=C([H])C([H])([H])C([H])([H])C=1[H])C([H])([H])[H],-1.082882518
[H]N([H])C([H])(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-1.749623334
[H]N(C([H])([H])[H])C([H])(C#N)C([H])([H])C([H])([H])[H],-0.541719223
[H]N=C([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.132817416
[H]N=C(N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.186565852
[H]N(C([H])([H])C#N)C([H])([H])C([H])([H])C([H])([H])[H],-0.5423922
[H][C]([H])[N]N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.977090522
[H]N(C([H])([H])[H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-1.716109075
[H]N(C(=NC([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.1421045
[H][C]([N]C([H])([H])C([H])([H])C([H])([H])[H])N([H])C([H])([H])[H],-1.138066637
[H]C1C([H])=C([H])C(C=1[H])(C([H])([H])[H])C([H])([H])[H],-1.079786823
[H][C]([H])[N]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-0.979333779
[H][C]([H])C([H])=C([H])[N]N1C([H])([H])C1([H])[H],0.272313841
[H]N=C(C([H])=C([H])[H])N1C([H])([H])C1([H])[H],0.184467901
[H]C#C[C]([H])[N]N1C([H])([H])C1([H])[H],1.003211804
[H]C([H])([H])[C]([N]N1C([H])([H])C1([H])[H])C([H])([H])[H],-0.379666345
[H]C([H])([H])C([H])(C#N)N1C([H])([H])C1([H])[H],0.138391404
[H]N([H])C([H])([H])C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],-1.045644453
[H][C]([N]N1C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H],-0.360957582
[H]C1=C([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],-1.705206847
[H]N=C(N1C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H],-0.454187339
[H]C#CC([H])([C]([H])[N]N([H])[H])C([H])([H])[H],0.294028568
[H]C([H])([H])N(C([H])([H])[H])C([H])(C#N)C([H])([H])[H],-0.501923846
[H]N([H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],-1.679364527
[H][C]([N][N][C]([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-0.470832305
[H][C]([N]N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.000420394
[H]N=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.136002841
[H]C#CC(=NN([H])[H])C([H])([H])C([H])([H])[H],0.286356629
[H][C]([N]N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-1.05268828
[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])[H],-1.705386307
[H]C([H])([H])C([H])([H])N1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-1.637639949
[H]C([H])=C([H])C1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],-0.976058624
[H]C#CC1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],-0.281052771
[H]N([H])C([H])([H])C1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],-1.053047201
[H]C([H])([H])C([H])([H])N1C([H])([H])C1([H])C#N,0.130001623
[H]C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-1.63790914
[H]C([H])([H])C([H])([H])N1C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-1.63467885
[H]C1C([H])=C([H])N(C=1[H])C([H])([H])C([H])([H])[H],-0.593717918
[H]C([H])=C([H])N1C([H])=C([H])C([H])=C1[H],0.047090848
[H]C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-1.722121004
[H]C1C(=C([H])C([H])(C=1[H])C([H])([H])[H])C([H])([H])[H],-1.089971209
[H]C1=C([H])C([H])([H])N(C1([H])[H])C([H])([H])C([H])([H])[H],-1.079203576
[H]C([H])([H])C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.6331983
[H]C1=NN(C([H])=C1[H])C([H])([H])C([H])([H])[H],-0.009528956
[H]C1=NN(C([H])=C([H])[H])C([H])=C1[H],0.639983647
[H]C1=NN(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],-0.492502167
[H]C1=NC([H])([H])C([H])([H])N1C([H])=C([H])[H],0.061761748
[H]N([H])C1([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],-1.04945799
[H]C1=NC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[H],-0.570657237
[H]C1=C([H])C([H])(C([H])=C([H])C1([H])[H])C([H])([H])[H],-1.088042008
[H]N(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-1.65266977
[H]N([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-1.676493159
[H]N([H])C1([H])C([H])([H])C1([H])N([H])C([H])([H])C([H])([H])[H],-1.068749999
[H]N([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])N([H])[H],-1.092752848
[H]N(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-1.625571227
[H]N([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-1.668327703
[H]N([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],-1.673666655
[H]N(C([H])([H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],-1.651996793
[H]N([H])C([H])(C([H])([H])[H])C1([H])N([H])C([H])([H])C1([H])[H],-1.078440869
[H]N([H])C([H])(C([H])([H])[H])C1(N([H])C1([H])[H])C([H])([H])[H],-1.07871006
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.711532831
